Cod_Cli-Cod_cli,PROVINCIA,TOTAL_VOL,Uds_AH,Uds_DNT,Uds_VH,Resto_Farmacos,MUESTRA,"Facturacion estimada",Diferencia,"Cuota total mercado","Cuota actual","Cuota potencial",,,,
anon_S5283,SEVILLA,0,0,0,2,0,0,"6883771,747394325","6883773,747394325","1,0270080250892998E-06","2,9838526400241187E-13","1,0270077267040357E-06",,,,
anon_S5284,SEVILLA,0,96000,118,384,"12226485,94",0,"289678456,4082985","301809444,3482985","4,321789134560065E-05","1,8384990048877185E-06","4,1379392340712935E-05",,,,
anon_S5285,SEVILLA,0,10750,363,420,"23650775,64",0,"833013274,8131791","856654083,4531791","0,00012427944296132206","3,5302421052264757E-06","0,00012074920085609558",,,,
anon_S5286,SEVILLA,0,144000,122,259,"6263331,591",0,"288923840,06653386","295043552,6575339","4,3105308147421664E-05","9,559835065585567E-07","4,214932464086311E-05",,,,
anon_S5287,SEVILLA,0,21000,9,12,"3308451,707",0,"29022344,62763075","32309817,33463075","4,329919981842291E-06","4,967327963335099E-07","3,833187185508781E-06",,,,
anon_S5288,SEVILLA,0,22500,339,360,"8676778,234",0,"768644865,0982194","777299842,3322194","0,00011467615049821522","1,2979725018910312E-06","0,0001133781779963242",,,,
anon_S5289,SEVILLA,0,35100,52,38,"6940928,44",0,"126299471,0268688","133205389,4668688","1,8842950502858608E-05","1,0407854712157469E-06","1,7802165031642862E-05",,,,
anon_S5290,SEVILLA,0,103975,209,272,"6819892,902",0,"479722016,17118466","486438415,07318467","7,157099022150411E-05","1,0330618375840403E-06","7,053792838392007E-05",,,,
anon_S5291,SEVILLA,0,181600,86,111,"7805601,6",0,"204423543,8851254","212047742,4851254","3,049848655523588E-05","1,1916610199767473E-06","2,9306825535259134E-05",,,,
anon_S5292,SEVILLA,0,10200,105,142,"9065550,798",0,"248102596,72399935","257158194,52199936","3,7015079411587234E-05","1,3540719995207695E-06","3,566100741206647E-05",,,,
anon_S5293,SEVILLA,"349199043,6",14400,159,448,"15262664,29",1,"383993543,6471532","399242414,9371532","5,728900744818873E-05","2,279315990604359E-06","5,5009691457584374E-05",,,,
anon_S5294,SEVILLA,0,20100,113,180,"8690331,645",0,"267098383,53067994","275768908,1756799","3,9849110842209696E-05","1,29957593642532E-06","3,854953490578438E-05",,,,
anon_S5295,SEVILLA,0,750000,143,287,"51262985,36",0,"363709520,1491962","414222935,5091962","5,426278059495422E-05","7,760018336930351E-06","4,650276225802387E-05",,,,
anon_S5296,SEVILLA,0,52500,137,205,"1895290,873",0,"316458627,1435373","318301760,0165373","4,7213295503032597E-05","2,90647070810941E-07","4,6922648432221656E-05",,,,
anon_S5297,SEVILLA,0,251250,196,270,"13497719,28",0,"455364489,89533067","468611425,17533064","6,793702676737092E-05","2,0513144379534376E-06","6,588571232941748E-05",,,,
anon_S5298,SEVILLA,0,38400,199,475,"1032717,504",0,"463792607,7863487","464787599,2903487","6,919443985834835E-05","1,5990339543829103E-07","6,903453646291007E-05",,,,
anon_S5299,SEVILLA,0,3600,29,40,"2069702,07",0,"73208279,03064469","75274450,10064468","1,0922135832860572E-05","3,093316870484566E-07","1,0612804145812116E-05",,,,
anon_S5300,SEVILLA,0,2400,2,1,0,0,"11201614,294319622","11199217,294319622","1,6711983192318754E-06","3,585098946988978E-10","1,6708398093371765E-06",,,,
anon_S5301,SEVILLA,0,9600,119,284,"3438080,569",0,"281804593,1123627","285233476,6813627","4,2043168956462296E-05","5,144286630192217E-07","4,1528740293443076E-05",,,,
anon_S5302,SEVILLA,0,187925,138,170,"11565049,51",0,"322954551,71759087","334331984,22759086","4,818243958751696E-05","1,75350315232064E-06","4,642893643519632E-05",,,,
anon_S5303,SEVILLA,0,5125,75,166,"14757582,41",0,"187252143,90007502","202004842,310075","2,793664019632075E-05","2,202523129385918E-06","2,5734117066934832E-05",,,,
anon_S5304,SEVILLA,0,17100,245,340,"7247536,661",0,"561709146,1770163","568940167,8380163","8,380286593729917E-05","1,0839175416767631E-06","8,27189483956224E-05",,,,
anon_S5305,SEVILLA,0,0,20,7,0,0,"50760419,24003984","50760446,24003984","7,573080547906197E-06","4,02820106403256E-12","7,5730765197051325E-06",,,,
anon_S5306,SEVILLA,0,73400,217,254,0,0,"492150290,7176565","492077361,7176565","7,342519721232584E-05","1,1021008918561082E-08","7,341417620340728E-05",,,,
anon_S5307,SEVILLA,0,0,100,106,0,0,"229944311,86715594","229944517,86715594","3,430599710116713E-05","3,073368219224842E-11","3,430596636748493E-05",,,,
anon_S5308,SEVILLA,0,27300,187,224,"3844373,083",0,"427650690,55013597","431468174,633136","6,380233210030803E-05","5,776864156727459E-07","6,322464568463528E-05",,,,
anon_S5309,SEVILLA,"122145550,9",51000,43,98,"8263076,608",1,"110265176,94916941","118477394,55716941","1,6450751967125286E-05","1,2404200079682906E-06","1,5210331959156996E-05",,,,
anon_S5310,SORIA,0,50900,227,204,"275119,7491",0,"511813922,574139","512038573,323239","7,635886620369722E-05","4,870404647699431E-08","7,631016215722022E-05",,,,
anon_S5311,SORIA,0,3750,0,4,"130795,2969",0,"7057253,187513188","7184302,484413189","1,0528901777439926E-06","2,00737637384227E-08","1,03281641400557E-06",,,,
anon_S5312,SORIA,0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S5313,SORIA,0,45000,31,57,"5858434,366",0,"80692495,97327593","86506018,33927593","1,2038725856999747E-05","8,807620398615266E-07","1,1157963817138221E-05",,,,
anon_S5314,SORIA,0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S5315,SORIA,0,232500,45,24,"1969991,764",0,"107317353,6071709","109054914,3711709","1,6010958444057935E-05","3,2860583752374696E-07","1,5682352606534187E-05",,,,
anon_S5316,SORIA,0,15000,21,16,"1706487,199",0,"54410333,70253815","56101857,90153815","8,117620893145587E-06","2,568387263025778E-07","7,860782166843009E-06",,,,
anon_S5317,SORIA,0,36450,228,245,"17403156,81",0,"526431270,99183345","543798450,8018334","7,853966688701172E-05","2,601931409164991E-06","7,593773547784673E-05",,,,
anon_S5318,SORIA,0,0,135,204,"11349659,36",0,"317858226,1613885","329208224,52138853","4,742210536425212E-05","1,6933361285377708E-06","4,572876923571435E-05",,,,
anon_S5319,SORIA,0,4800,21,40,"147938,7657",0,"54569624,36644769","54712824,132147685","8,14138588654747E-06","2,2796599213950587E-08","8,118589287333519E-06",,,,
anon_S5320,SORIA,0,0,1,0,0,0,"8972870,818517718","8972871,818517718","1,3386862140214733E-06","1,4919263200120593E-13","1,3386860648288413E-06",,,,
anon_S5321,SORIA,0,24000,9,20,"816424,7979",0,"27863160,817747902","28655614,6156479","4,156978298272683E-06","1,253895141841106E-07","4,031588784088572E-06",,,,
anon_S5322,TARRAGONA,0,463700,643,320,"3642686,869",0,"1427076433,1039727","1430256382,9729726","0,00021290928912167455","6,127863375059184E-07","0,00021229650278416863",,,,
anon_S5323,TARRAGONA,0,606700,1026,432,"38825650,16",0,"2289693653,481742","2327914061,6417418","0,00034160542263939823","5,8832336292210305E-06","0,0003357221890101772",,,,
anon_S5324,TARRAGONA,0,464000,373,180,"7641300,004",0,"833824450,3066545","841002303,3106544","0,0001244004643682085","1,2093335442816416E-06","0,00012319113082392687",,,,
anon_S5325,TARRAGONA,0,271500,954,1129,"45031124,06",0,"2168833446,396714","2213595153,456714","0,0003235739702401722","6,759128488325016E-06","0,00031681484175184716",,,,
anon_S5326,TARRAGONA,0,25650,105,31,"569762,3174",0,"237714347,32180914","238258595,63920915","3,5465229141389524E-05","8,885142095679559E-08","3,5376377720432726E-05",,,,
anon_S5327,TARRAGONA,0,39000,511,377,"306309,5658",0,"1139629395,6040134","1139897593,1698134","0,0001700243090361063","5,1650126034112673E-08","0,0001699726589100722",,,,
anon_S5328,TARRAGONA,0,2400,935,1173,"221711,0699",0,"2101880542,335837","2102101961,405737","0,0003135850902632056","3,375021844724578E-08","0,0003135513400447584",,,,
anon_S5329,TARRAGONA,0,169800,290,414,"5017042,763",0,"661981664,5620204","666829611,3250204","9,876278687254725E-05","7,739437552013061E-07","9,798884311734594E-05",,,,
anon_S5330,TARRAGONA,0,9600,637,667,"16211380,11",0,"1437860027,1418445","1454063111,2518444","0,00021451812189861717","2,4202452634422402E-06","0,00021209787663517492",,,,
anon_S5331,TARRAGONA,0,24000,18,7,0,0,"46396028,558221705","46372053,558221705","6,921945615004211E-06","3,5843529838289723E-09","6,918361262020382E-06",,,,
anon_S5332,TARRAGONA,0,429250,464,225,"907786,9043",0,"1030360558,6040081","1030839784,508308","0,00015372220364836474","1,995788485587103E-07","0,00015352262479980603",,,,
anon_S5333,TARRAGONA,0,43900,478,561,"38751681,71",0,"1099809855,9710498","1138518676,6810498","0,00016408352711318812","5,788169956477394E-06","0,00015829535715671073",,,,
anon_S5334,TARRAGONA,0,60000,131,157,"4023834,39",0,"302439321,11910236","306403443,50910234","4,512171833841678E-05","6,093209687791556E-07","4,4512397369637625E-05",,,,
anon_S5335,TARRAGONA,0,213350,184,213,"21528171,92",0,"431460318,89746976","452775537,8174698","6,437070058039316E-05","3,2437341084316167E-06","6,112696647196154E-05",,,,
anon_S5336,TARRAGONA,0,402700,278,350,"23247452,7",0,"644020424,1073025","666865804,8073026","9,608310213510136E-05","3,528522221516323E-06","9,255457991358503E-05",,,,
anon_S5337,TARRAGONA,0,87400,71,59,"6087035,251",0,"168213901,15344846","174213666,40444845","2,5096274652273667E-05","9,211996412598767E-07","2,417507501101379E-05",,,,
anon_S5338,TARRAGONA,0,0,31,8,"415829,4246",0,"75066679,74165465","75482548,16625465","1,1199395526249062E-05","6,204450483226906E-08","1,1137351021416793E-05",,,,
anon_S5339,TARRAGONA,0,377450,366,526,"13789975,02",0,"838433637,1423489","851847054,1623489","0,00012508812108361108","2,1138085072412825E-06","0,0001229743125763698",,,,
anon_S5340,TARRAGONA,0,26000,579,563,"4945898,693",0,"1299528065,919058","1304449106,6120582","0,00019388001251390092","7,419410300377711E-07","0,00019313807148386316",,,,
anon_S5341,TARRAGONA,0,2400,578,570,"179197,6975",0,"1294742152,0985243","1294920097,7960243","0,00019316598943448454","2,72643115969212E-08","0,0001931387251228876",,,,
anon_S5342,TARRAGONA,0,20950,480,620,"18540238,26",0,"1094498883,6687396","1113019271,9287395","0,00016329116917692096","2,7693566414744853E-06","0,00016052181253544648",,,,
anon_S5343,TARRAGONA,0,34200,311,308,"335028,3014",0,"699996156,2939789","700297603,5953789","0,00010443426894822622","5,5178492334409293E-08","0,00010437909045589181",,,,
anon_S5344,TARRAGONA,0,313200,747,775,"33367579,8",0,"1693472701,1596613","1726528602,9596612","0,00025265364950820154","5,025151257400955E-06","0,0002476284982508006",,,,
anon_S5345,TARRAGONA,0,5400,279,312,"1689498,921",0,"631184538,7999995","632869228,7209995","9,41680826220392E-05","2,529546038455067E-07","9,391512801819369E-05",,,,
anon_S5346,TARRAGONA,0,7500,9,28,0,0,"27733781,322789665","27726318,322789665","4,137675830892877E-06","1,124464867393089E-09","4,136551366025484E-06",,,,
anon_S5347,TARRAGONA,0,12000,295,384,"6888661,547",0,"672646470,955278","679523811,5022781","0,00010035389740814064","1,0296291605435721E-06","9,932426824759707E-05",,,,
anon_S5348,TARRAGONA,0,140400,104,225,"16178185,24",0,"254155233,6585023","270193347,8985023","3,791808824639344E-05","2,4346617668675593E-06","3,548342647952588E-05",,,,
anon_S5349,TARRAGONA,0,27600,377,669,"39047029,64",0,"884616842,2892665","923637317,9292665","0,00013197831501373134","5,829802895957007E-06","0,00012614851211777435",,,,
anon_S5350,TARRAGONA,0,195000,216,287,0,0,"491504183,828211","491309686,828211","7,332880282493536E-05","2,916760713413176E-08","7,329963521780123E-05",,,,
anon_S5351,TARRAGONA,0,40200,19,76,"9211313,984",0,"57451204,75257593","66622413,736575924","8,571296448676994E-06","1,3802718945689625E-06","7,191024554108032E-06",,,,
anon_S5352,TARRAGONA,0,163200,558,434,"374137,3095",0,"1244887506,4072556","1245099435,7167556","0,00018572804362631658","8,031476656769678E-08","0,0001856477288597489",,,,
anon_S5353,TARRAGONA,0,14400,256,186,0,0,"574090635,8403972","574076677,8403972","8,56500929682747E-05","2,2143170441618984E-09","8,564787865123054E-05",,,,
anon_S5354,TARRAGONA,0,0,91,62,"1724465,388",0,"209316270,94364703","211040889,33164704","3,122844538276024E-05","2,57300356503397E-07","3,0971145026256844E-05",,,,
anon_S5355,TARRAGONA,0,125400,772,682,"2507753,894",0,"1724732541,1555798","1727116349,0495799","0,0002573173873131292","3,930640859970141E-07","0,0002569243232271322",,,,
anon_S5356,TARRAGONA,0,104500,757,532,"1180170,057",0,"1684201474,2162282","1685278433,2732282","0,00025127045075863024","1,918556163596188E-07","0,0002510785951422706",,,,
anon_S5357,TARRAGONA,0,93300,224,319,"9451374,491",0,"516259984,63373816","525618602,12473816","7,702218590440952E-05","1,4240761205062371E-06","7,559810978390329E-05",,,,
anon_S5358,TARRAGONA,0,303900,667,880,"42828087,6",0,"1529598939,0310159","1572124673,6310158","0,00022820489162028937","6,435205554489083E-06","0,00022176968606580028",,,,
anon_S5359,TARRAGONA,0,973050,1130,1528,"36715201,7",0,"2566361669,2809873","2602106478,980987","0,0003828822521070389","5,623206020662783E-06","0,0003772590460863761",,,,
anon_S5360,TARRAGONA,0,33500,26,5,0,0,"63760495,015708566","63727026,015708566","9,512596069093333E-06","5,002578143632436E-09","9,507593490949701E-06",,,,
anon_S5361,TARRAGONA,0,185700,114,149,"17189015,74",0,"273060772,7277613","290064351,46776134","4,0738655379537825E-05","2,5922188091855962E-06","3,814643657035223E-05",,,,
anon_S5362,TARRAGONA,0,97200,507,621,"8132487,182",0,"1147068231,035303","1155104646,217303","0,00017113412847312423","1,2279769805180647E-06","0,00016990615149260616",,,,
anon_S5363,TARRAGONA,0,355350,328,259,"31646822,2",0,"754056459,3947066","785348518,5947067","0,00011249966785460674","4,7745758763488075E-06","0,00010772509197825793",,,,
anon_S5364,TARRAGONA,0,18700,267,181,"4697194,133",0,"600748881,2825543","605427823,4155543","8,962730677032426E-05","7,036434962404516E-07","8,892366327408381E-05",,,,
anon_S5365,TARRAGONA,0,50100,61,15,"624488,8984",0,"140986616,44273597","141561081,34113598","2,1034164384036276E-05","1,0065503191112218E-07","2,0933509352125152E-05",,,,
anon_S5366,TARRAGONA,0,26100,32,12,"794998,4722",0,"77668100,22497936","78437042,69717936","1,1587508295098124E-05","1,2250840667549506E-07","1,146499988842263E-05",,,,
anon_S5367,TARRAGONA,0,20000,7,8,"2661152,396",0,"24073939,26275033","26715106,658750333","3,591654361246893E-06","4,0001042064505956E-07","3,1916439406018332E-06",,,,
anon_S5368,TARRAGONA,0,137000,84,76,"6576132,164",0,"197674351,78654432","204113643,95054433","2,949155682216683E-05","1,0015737273402313E-06","2,8489983094826596E-05",,,,
anon_S5369,TARRAGONA,0,0,7,19,0,0,"22950457,426936008","22950483,426936008","3,424039149156207E-06","3,879008432031354E-12","3,424035270147775E-06",,,,
anon_S5370,TARRAGONA,0,227550,503,709,"521737,4535",0,"1137758212,9741173","1138053612,4276173","0,00016974514237459715","1,1196898878313167E-07","0,00016963317338581401",,,,
anon_S5371,TARRAGONA,0,186100,132,97,"2399871,199",0,"300830560,6926229","303044560,8916229","4,488170313613093E-05","3,8584201457085253E-07","4,449586112156008E-05",,,,
anon_S5372,TARRAGONA,0,31000,342,341,"2863938,961",0,"770734537,499115","773568159,460115","0,00011498791422372511","4,320054616420833E-07","0,00011455590876208303",,,,
anon_S5373,TARRAGONA,0,0,641,999,"275130,5464",0,"1452248567,5861843","1452525338,1325843","0,000216664786118164","4,129212627782789E-08","0,00021662349399188618",,,,
anon_S5374,TARRAGONA,0,51300,346,369,"3816716,962",0,"781352232,2045329","785118364,1665329","0,00011657199604261168","5,771863039179693E-07","0,00011599480973869371",,,,
anon_S5375,TARRAGONA,0,52500,61,33,"1719310,454",0,"142497346,64586034","144164251,09986034","2,1259554199284118E-05","2,643550891469197E-07","2,09951991101372E-05",,,,
anon_S5376,TARRAGONA,0,135250,210,219,"11208255,36",0,"482134193,6050299","493207627,9650299","7,19308693217134E-05","1,6924314244173153E-06","7,023843789729607E-05",,,,
anon_S5377,TARRAGONA,0,27000,230,251,"8154583,628",0,"525390891,89531744","533518956,52331746","7,838444999132346E-05","1,2207037570552877E-06","7,716374623426818E-05",,,,
anon_S5378,TARRAGONA,0,71250,42,36,"152153,0555",0,"100212124,03630827","100293105,09180827","1,4950910543408143E-05","3,334172687245258E-08","1,491756881653569E-05",,,,
anon_S5379,TARRAGONA,0,173100,239,282,"18957502,91",0,"553112982,6043619","571897906,5143619","8,252038166878198E-05","2,854222729274102E-06","7,966615893950787E-05",,,,
anon_S5380,TARRAGONA,0,97200,334,225,"841892,1501",0,"746634666,1856226","747379917,3357226","0,00011139239099157482","1,401890282463792E-07","0,00011125220196332844",,,,
anon_S5381,TARRAGONA,0,66000,139,86,"71826,83862",0,"314163111,35060966","314169163,18922967","4,687082146008539E-05","2,0596317156323527E-08","4,685022514292907E-05",,,,
anon_S5382,TARRAGONA,0,67500,33,22,"1109031,256",0,"80508777,57626465","81550363,83226465","1,2011316425802592E-05","1,7553800030908467E-07","1,1835778425493507E-05",,,,
anon_S5383,TARRAGONA,0,58800,35,27,"419239,4401",0,"84681971,42156784","85042472,86166784","1,2633926199434608E-05","7,13292122120859E-08","1,2562596987222522E-05",,,,
anon_S5384,TARRAGONA,0,40600,284,242,"1215428,386",0,"638545788,1798507","639721142,5658507","9,526632679183645E-05","1,8746865609999925E-07","9,507885813573645E-05",,,,
anon_S5385,TARRAGONA,0,4800,272,274,"61644,6397",0,"613139883,1979599","613197273,83766","9,147595295921561E-05","9,994509856287476E-09","9,146595844935933E-05",,,,
anon_S5386,TARRAGONA,0,21900,426,346,"5707276,498",0,"956019166,8619281","961705315,3599281","0,00014263101574773113","8,548660976479766E-07","0,00014177614965008316",,,,
anon_S5387,TARRAGONA,0,98400,410,311,"12295013,14",0,"923523598,075377","935720932,215377","0,00013778291631208933","1,8491134937226029E-06","0,00013593380281836672",,,,
anon_S5388,TARRAGONA,0,230250,319,265,"17142132,24",0,"725781587,2429694","742694053,4829694","0,00010828126525879147","2,5919185590136938E-06","0,00010568934669977777",,,,
anon_S5389,TARRAGONA,0,93050,244,194,"21179846,53",0,"561293548,3163465","582380782,8463465","8,374086179861178E-05","3,173824769972837E-06","8,056703702863895E-05",,,,
anon_S5390,TARRAGONA,0,35650,18,40,0,0,"47932117,00968529","47896525,00968529","7,151118694064721E-06","5,327370503499061E-09","7,145791323561222E-06",,,,
anon_S5391,TARRAGONA,0,18000,9,8,"95584,40925",0,"26861563,619599175","26939165,028849173","4,007547376075841E-06","1,6948493245053642E-08","3,990598882830787E-06",,,,
anon_S5392,TARRAGONA,0,0,10,0,0,0,"28612628,88669932","28612638,88669932","4,268793412080406E-06","1,4919263200120593E-12","4,268791920154086E-06",,,,
anon_S5393,TARRAGONA,0,499200,226,349,"12395937,61",0,"523830511,4039339","535727824,0139339","7,81516527188906E-05","1,9239453058170406E-06","7,622770741307357E-05",,,,
anon_S5394,TARRAGONA,0,47750,327,358,"6672249,552",0,"741133466,2240354","747758650,7760354","0,00011057165249014069","1,0026766171627256E-06","0,00010956897587297796",,,,
anon_S5395,TARRAGONA,0,137500,140,143,"1189686,641",0,"319685573,17673963","320738042,8177396","4,769473207505191E-05","1,9804868964248594E-07","4,749668338540942E-05",,,,
anon_S5396,TARRAGONA,0,0,11,38,0,0,"32563653,353536155","32563702,353536155","4,858257151388955E-06","7,310438968059091E-12","4,858249840949987E-06",,,,
anon_S5397,TARRAGONA,0,79920,35,13,"1346770,286",0,"84600346,50886552","85867244,79486552","1,2621748363871679E-05","2,128588400652293E-07","1,240888952380645E-05",,,,
anon_S5398,TARRAGONA,0,26550,21,25,"2079481,374",0,"55058504,51915801","57111481,89315801","8,214323203263475E-06","3,142112266252481E-07","7,900111976638227E-06",,,,
anon_S5399,TARRAGONA,0,51000,28,15,"36798,49197",0,"68612982,94408381","68598824,43605381","1,0236551514881715E-05","1,3105303385917096E-08","1,0223446211495797E-05",,,,
anon_S5400,TARRAGONA,0,54150,54,44,"3309406,93",0,"128711262,3533404","131966617,28334041","1,9202771998692586E-05","5,018325321505321E-07","1,8700939466542053E-05",,,,
anon_S5401,TARRAGONA,0,12300,56,37,"2289294,698",0,"132122867,74129802","134399955,43929803","1,971175838587148E-05","3,433948457094168E-07","1,9368363540162063E-05",,,,
anon_S5402,TARRAGONA,0,5000,727,556,"12110264,87",0,"1626570270,1925902","1638676818,0625901","0,0002426722997449452","1,8076996674939054E-06","0,0002408646000774513",,,,
anon_S5403,TARRAGONA,0,15600,263,301,4707788,0,"597612386,965573","602305138,965573","8,915936492791699E-05","7,047788323273608E-07","8,845458609558963E-05",,,,
anon_S5404,TARRAGONA,0,7200,276,448,"9598691,973",0,"635829391,2629497","645421607,2359498","9,486106038624403E-05","1,4332363216366956E-06","9,342782406460734E-05",,,,
anon_S5405,TARRAGONA,0,67200,181,166,"762712,6913",0,"409963776,35265815","410659636,0439581","6,116357481920681E-05","1,2386862858955572E-07","6,103970619061725E-05",,,,
anon_S5406,TARRAGONA,0,33750,162,155,"2211590,281",0,"368880497,6222443","371058654,9032443","5,503425233417721E-05","3,3503552032506167E-07","5,469921681385215E-05",,,,
anon_S5407,TARRAGONA,0,91200,121,168,"132729,1682",0,"278737972,0932966","278779790,2614966","4,1585651695277606E-05","3,345169865624709E-08","4,155219999662136E-05",,,,
anon_S5408,TARRAGONA,0,0,88,144,"55335,76643",0,"205560805,5792101","205616373,3456401","3,066815762065053E-05","8,290301328119956E-09","3,065986731932241E-05",,,,
anon_S5409,TARRAGONA,0,104400,164,344,"7249572,87",0,"385138767,531798","392284448,401798","5,745986641376954E-05","1,0972343579978189E-06","5,636263205577172E-05",,,,
anon_S5410,TARRAGONA,0,40800,179,354,"18262531,18",0,"425105606,8400404","443327871,0200404","6,342262436293548E-05","2,730801672806795E-06","6,069182269012868E-05",,,,
anon_S5411,TARRAGONA,0,38700,53,49,"10002263,71",0,"130875154,6116499","140838820,3216499","1,9525608780076812E-05","1,4980530213719576E-06","1,8027555758704853E-05",,,,
anon_S5412,TARRAGONA,0,192600,549,518,"15580963,84",0,"1238503719,007323","1253893149,847323","0,00018477562958198448","2,3534586938669937E-06","0,0001824221708881175",,,,
anon_S5413,TARRAGONA,0,640900,391,410,"52495023,4",0,"911376580,6141984","963231505,0141984","0,0001359706708060915","7,927607769158699E-06","0,0001280430630369328",,,,
anon_S5414,TARRAGONA,0,735800,305,613,"11135061,31",0,"707737731,9821227","718137911,2921226","0,00010558925500097694","1,7711820017963604E-06","0,00010381807299918058",,,,
anon_S5415,TARRAGONA,0,44400,415,817,"5751994,117",0,"953966672,5415231","959675498,6585231","0,00014232479871790238","8,649630997541613E-07","0,00014145983561814822",,,,
anon_S5416,TARRAGONA,0,24600,214,448,"1937938,801",0,"495825076,061096","497739076,862096","7,397344810975303E-05","2,928950946480657E-07","7,368055301510497E-05",,,,
anon_S5417,TARRAGONA,0,0,127,268,"6704714,296",0,"300525018,3316416","307230127,6276416","4,483611846710827E-05","1,000352903725993E-06","4,3835765563382276E-05",,,,
anon_S5418,TARRAGONA,0,1387100,306,725,"12655898,93",0,"716068006,4055235","727337836,3355235","0,00010683207056749644","2,095265789160412E-06","0,00010473680477833602",,,,
anon_S5419,TARRAGONA,0,0,19,13,"37547,20548",0,"48880588,75617131","48918167,96165131","7,29262369030175E-06","5,606540574075341E-09","7,287017149727674E-06",,,,
anon_S5420,TARRAGONA,0,23500,246,289,"2545121,605",0,"558627340,5571244","561149497,1621244","8,33430832455514E-05","3,832992359232326E-07","8,295978400962816E-05",,,,
anon_S5421,TARRAGONA,0,102600,44,77,"81822,41443",0,"106441763,90736835","106421107,32179835","1,5880326912191247E-05","2,7532517717301024E-08","1,5852794394473945E-05",,,,
anon_S5422,TARRAGONA,0,0,194,295,"329559,6339",0,"444070814,67866355","444400863,31256354","6,625209363682956E-05","4,924082437994344E-08","6,620285281244962E-05",,,,
anon_S5423,TARRAGONA,0,54600,85,82,"1371539,038",0,"196937157,43028632","198254263,4682863","2,9381572855860264E-05","2,1279435184843203E-07","2,916877850401183E-05",,,,
anon_S5424,TARRAGONA,0,260050,432,806,"20437802,2",0,"999577679,7023664","1019756669,9023664","0,00014912962492445443","3,088151746968368E-06","0,00014604147317748606",,,,
anon_S5425,TARRAGONA,0,105600,237,430,"5762776,439",0,"547528400,3378062","553186243,7768062","8,168720314180728E-05","8,756180379938191E-07","8,081158510381346E-05",,,,
anon_S5426,TARRAGONA,0,218050,502,860,"50368318,51",0,"1173239877,6583986","1223391508,1683986","0,00017503874531662932","7,547316661754607E-06","0,00016749142865487472",,,,
anon_S5427,TARRAGONA,0,4800,307,592,"4789401,151",0,"707224647,6516861","712010147,8026861","0,00010551270659928053","7,153936122370699E-07","0,00010479731298704346",,,,
anon_S5428,TARRAGONA,0,10500,60,74,"3510939,075",0,"143324737,60708955","146825310,68208954","2,138299483448391E-05","5,253927558438302E-07","2,0857602078640078E-05",,,,
anon_S5429,TARRAGONA,0,2500,8,2,0,0,"24341334,474666856","24338844,474666856","3,6315477566972393E-06","3,7447350632302685E-10","3,6311732831909164E-06",,,,
anon_S5430,TARRAGONA,0,24525,32,78,"5610235,088",0,"83699661,94318503","89285482,03118503","1,2487372862914944E-05","8,406810994135869E-07","1,1646691763501357E-05",,,,
anon_S5431,TARRAGONA,0,180900,292,288,"24113230,52",0,"672217270,8472061","696150181,3672061","0,0001002898639143622","3,624591806186186E-06","9,666527210817601E-05",,,,
anon_S5432,TARRAGONA,0,33300,182,87,"2726799,925",0,"409675772,73703045","412369541,66203046","6,112060680176545E-05","4,1182670521508937E-07","6,070878009655036E-05",,,,
anon_S5433,TARRAGONA,0,37750,156,226,"10686903,48",0,"364301065,72866297","374950601,208663","5,4351034836903546E-05","1,600096271567517E-06","5,275093856533603E-05",,,,
anon_S5434,TARRAGONA,0,0,39,169,"319611,6167",0,"99959357,91303824","100279177,52973823","1,4913199700196745E-05","4,771473038108983E-08","1,4865484969815655E-05",,,,
anon_S5435,TARRAGONA,0,37000,2,13,0,0,"11760191,913033655","11723206,913033655","1,754533984344788E-06","5,522365273524637E-09","1,7490116190712634E-06",,,,
anon_S5436,TARRAGONA,0,40500,26,50,"339887,1453",0,"66064051,517855555","66363514,663155556","9,856269726612134E-06","5,6762298026764234E-08","9,79950742858537E-06",,,,
anon_S5437,TARRAGONA,0,314500,450,699,"23881119,31",0,"1035992765,4754802","1059560533,7854801","0,00015456248741549494","3,609979550092271E-06","0,00015095250786540266",,,,
anon_S5438,TARRAGONA,0,2400,269,413,"13290865,22",0,"621194003,1267805","634483150,3467805","9,267756830984972E-05","1,9833589754369147E-06","9,069420933441281E-05",,,,
anon_S5439,TARRAGONA,0,70800,651,914,"4970173,06",0,"1472999444,5373573","1477900382,5973573","0,0002197606640668427","7,523095251376547E-07","0,00021900835454170502",,,,
anon_S5440,TARRAGONA,0,4400,249,489,"55385,30918",0,"572953392,4519591","573005115,7611392","8,548042463392766E-05","9,029631793986948E-09","8,547139500213367E-05",,,,
anon_S5441,TERUEL,0,461125,273,288,"24772417,67",0,"631160687,6321123","655472541,3021122","9,41645242035258E-05","3,76474234271859E-06","9,039978186080722E-05",,,,
anon_S5442,TERUEL,0,10800,22,36,"3395979,074",0,"58561832,53311583","61947069,60711583","8,7369939304294E-06","5,082749898693472E-07","8,228718940560052E-06",,,,
