Cod_Cli-Cod_cli,PROVINCIA,TOTAL_VOL,Uds_AH,Uds_DNT,Uds_VH,Resto_Farmacos,MUESTRA,"Facturacion estimada",Diferencia,"Cuota total mercado","Cuota actual","Cuota potencial",,,,
anon_S1859,"A CORUNA",0,0,0,11,"163570,5791",0,"7403233,4144712845","7566814,993571284","1,1045078784242455E-06","2,440516633284246E-08","1,080102712091403E-06",,,,
anon_S1860,CORDOBA,0,0,3,2,0,0,"13430357,770121526","13430362,770121526","2,0037104244422775E-06","7,459631600060296E-13","2,0037096784791176E-06",,,,
anon_S1861,CORDOBA,0,0,0,14,"1365547,833",0,"8281598,159876145","9647159,992876146","1,235553426648266E-06","2,0373176402566124E-07","1,0318216626226048E-06",,,,
anon_S1862,CORDOBA,0,7500,0,16,"1941086,28",0,"8728413,234480672","10662015,51448067","1,3022149436463303E-06","2,9071710287675085E-07","1,0114978407695794E-06",,,,
anon_S1863,CORDOBA,0,45000,158,271,"9234581,687",0,"369867543,4852674","379057554,1722674","5,518151230438753E-05","1,3845092193928494E-06","5,379700308499468E-05",,,,
anon_S1864,CORDOBA,0,0,163,380,"3619009,258",0,"382401005,5945803","386020557,8525803","5,7051412504563303E-05","5,40010528036928E-07","5,6511401976526374E-05",,,,
anon_S1865,CORDOBA,0,11250,9,54,"5407342,756",0,"32267318,74924662","37663474,50524662","4,814046211821963E-06","8,084235141461243E-07","4,005622697675839E-06",,,,
anon_S1866,CORDOBA,0,0,35,187,0,0,"91872013,63438635","91872235,63438635","1,3706627521364775E-05","3,312076430426771E-11","1,370659440060047E-05",,,,
anon_S1867,CORDOBA,0,0,0,9,0,0,"7209608,691644178","7209617,691644178","1,0756204964051654E-06","1,3427336880108533E-12","1,0756191536714774E-06",,,,
anon_S1868,CORDOBA,0,0,66,232,"1146757,86",0,"162319518,45755252","163466574,31755254","2,4216876183850584E-05","1,7113228280580679E-07","2,404574390104478E-05",,,,
anon_S1869,CORDOBA,0,25000,29,79,"6361172,704",0,"77661141,01813497","83997421,72213496","1,158647003271237E-05","9,527860269282742E-07","1,0633684005784096E-05",,,,
anon_S1870,CORDOBA,0,0,85,214,"255417,5245",0,"202395556,77063853","202651273,29513854","3,0195925819961054E-05","3,8151021336355856E-08","3,01577747986247E-05",,,,
anon_S1871,CORDOBA,0,0,0,2,0,0,"6883771,747394325","6883773,747394325","1,0270080250892998E-06","2,9838526400241187E-13","1,0270077267040357E-06",,,,
anon_S1872,CORDOBA,0,0,4,35,0,0,"17148641,562494185","17148680,562494185","2,55845096995378E-06","5,818512648047031E-12","2,5584451514411317E-06",,,,
anon_S1873,CORDOBA,0,0,20,42,0,0,"52389603,9612891","52389665,9612891","7,816142904485525E-06","9,249943184074767E-12","7,81613365454234E-06",,,,
anon_S1874,CORDOBA,0,33600,119,344,"6704670,209",0,"286605086,76090014","293276619,96990013","4,275936723879267E-05","1,0053693438046426E-06","4,175399789498803E-05",,,,
anon_S1875,CORDOBA,0,0,111,410,"2688397,345",0,"269751349,352598","272440267,69759804","4,024491379579089E-05","4,011668051268767E-07","3,984374699066401E-05",,,,
anon_S1876,CORDOBA,0,17350,20,22,0,0,"51458641,26343238","51441333,26343238","7,677250129297338E-06","2,5947582557649733E-09","7,674655371041573E-06",,,,
anon_S1877,CORDOBA,0,0,253,325,0,0,"574014240,5677742","574014818,5677742","8,563869535647963E-05","8,623334129669702E-11","8,563860912313833E-05",,,,
anon_S1878,CORDOBA,0,0,36,321,0,0,"100291659,05093545","100292016,05093545","1,4962776581576626E-05","5,3261769624430514E-11","1,4962723319807E-05",,,,
anon_S1879,CORDOBA,0,14400,168,441,"9524178,596",0,"399780662,5014327","409291050,09743273","5,964432926177456E-05","1,4231765046004963E-06","5,822115275717406E-05",,,,
anon_S1880,CORDOBA,0,21700,218,523,"2633590,142",0,"508472506,24426436","511085137,3862644","7,586035150683141E-05","3,962602767521487E-07","7,546409123007926E-05",,,,
anon_S1881,CORDOBA,0,0,16,31,0,0,"43148793,11383164","43148840,11383164","6,437482012328052E-06","7,012053704056679E-12","6,437475000274348E-06",,,,
anon_S1882,CORDOBA,0,108900,74,125,"6337549,228",0,"177986626,86820364","184215475,09620363","2,6554293323483856E-05","9,617924167212302E-07","2,5592500906762627E-05",,,,
anon_S1883,CORDOBA,0,0,50,71,"4213788,255",0,"121795102,19863558","126009011,45363557","1,8170931861870305E-05","6,286842127676908E-07","1,7542247649102616E-05",,,,
anon_S1884,CORDOBA,0,0,1,11,"61272,56218",0,"9522557,66054925","9583842,222729249","1,4206954407605886E-06","9,143205132675762E-09","1,4115522356279127E-06",,,,
anon_S1885,CORDOBA,0,51500,26,12,"1820833,271",0,"65205393,54785009","66974764,818850085","9,728164284078206E-06","2,793439980039332E-07","9,448820286074273E-06",,,,
anon_S1886,CORDOBA,"57520290,27",84300,25,43,"2650086,071",1,"64975838,89401007","67541692,96501006","9,693916421083688E-06","4,0796039993890243E-07","9,285956021144785E-06",,,,
anon_S1887,CORDOBA,0,0,42,222,"1012686,254",0,"109398950,17745863","110411900,43145862","1,6321517315143845E-05","1,5112471448055005E-07","1,6170392600663296E-05",,,,
anon_S1888,CORDOBA,0,2500,139,353,"1060004,41",0,"327198785,06951624","328256781,47951627","4,8815647932118006E-05","1,58591232215733E-07","4,865705669990227E-05",,,,
anon_S1889,CORDOBA,0,40200,91,187,"10687247,55",0,"220643202,76991573","231290528,31991574","3,2918340154419496E-05","1,6004976101910845E-06","3,131784254422841E-05",,,,
anon_S1890,CORDOBA,0,9700,84,299,"8023024,414",0,"208943827,9331237","216957535,3471237","3,1172879629749816E-05","1,198480438243061E-06","2,9974399191506756E-05",,,,
anon_S1891,CORDOBA,0,34980,26,72,"91626,22353",0,"66935532,39625049","66992276,61978049","9,986288252598596E-06","1,8903336594109828E-08","9,967384916004487E-06",,,,
anon_S1892,CORDOBA,0,0,84,172,0,0,"198101363,31553805","198101619,31553805","2,9555263796072264E-05","3,819331379230872E-11","2,955522560275847E-05",,,,
anon_S1893,CORDOBA,"125636382,8",41700,48,85,"8218118,267",1,"120543397,06027772","128719948,32727772","1,798418667778926E-05","1,2323238697254256E-06","1,6751862808063835E-05",,,,
anon_S1894,CORDOBA,0,0,145,276,"2859923,432",0,"337813958,67758024","340674303,1095802","5,039935362185481E-05","4,267423142400744E-07","4,997261130761473E-05",,,,
anon_S1895,CORDOBA,0,2400,117,375,"37297201,01",0,"302485478,9799014","339780771,98990136","4,512860475115693E-05","5,564899050051683E-06","3,956370570110525E-05",,,,
anon_S1896,CORDOBA,0,0,42,77,0,0,"102027086,18253782","102027205,18253782","1,5221689522986687E-05","1,7753923208143506E-11","1,5221671769063479E-05",,,,
anon_S1897,CORDOBA,0,0,61,284,0,0,"153124261,58262718","153124606,58262718","2,284501160875329E-05","5,1471458040416044E-11","2,284496013729525E-05",,,,
anon_S1898,CORDOBA,0,0,74,321,0,0,"183215082,00548","183215477,00548","2,7334340306714343E-05","5,893108964047634E-11","2,7334281375624704E-05",,,,
anon_S1899,CORDOBA,0,30000,72,223,0,0,"174288974,10416391","174259269,10416391","2,6002630775390236E-05","4,519790786476534E-09","2,599811098460376E-05",,,,
anon_S1900,CORDOBA,0,0,44,134,0,0,"109044720,55324762","109044898,55324762","1,626866886517501E-05","2,6556288496214653E-11","1,6268642308886512E-05",,,,
anon_S1901,CORDOBA,0,43550,57,152,"8018566,715",0,"143179238,25270933","151154463,96770933","2,136128740284945E-05","1,2028395934718544E-06","2,0158447809377595E-05",,,,
anon_S1902,CORDOBA,0,0,53,64,0,0,"125426109,1789307","125426226,1789307","1,8712651350075285E-05","1,7455537944141094E-11","1,871263389453734E-05",,,,
anon_S1903,CORDOBA,0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1904,CORDOBA,0,18000,267,321,"380035,9197",0,"604612348,1726357","604974972,0923357","9,020370756430503E-05","5,9471751758680365E-08","9,014423581254635E-05",,,,
anon_S1905,CORDOBA,0,0,260,491,0,0,"597016598,3463485","597017349,3463485","8,907047765569854E-05","1,1204366663290564E-10","8,90703656120319E-05",,,,
anon_S1906,CORDOBA,0,0,33,50,0,0,"81130528,47224966","81130611,47224966","1,2104077078423703E-05","1,2382988456100092E-11","1,2104064695435247E-05",,,,
anon_S1907,CORDOBA,0,11400,104,102,"891981,7764",0,"239035101,64897272","239915889,42537272","3,566227595568604E-05","1,3480863860523314E-07","3,552746731708081E-05",,,,
anon_S1908,CORDOBA,0,20200,3,65,"3111799,108",0,"18275363,478553735","21367030,586553734","2,726549578144146E-06","4,672813354469253E-07","2,2592682426972207E-06",,,,
anon_S1909,CORDOBA,"92232375,83",56600,34,70,"4061896,537",1,"86740077,8396133","90745478,3766133","1,2940980512881384E-05","6,144648542766101E-07","1,2326515658604773E-05",,,,
anon_S1910,CORDOBA,0,0,0,2,0,0,"6883771,747394325","6883773,747394325","1,0270080250892998E-06","2,9838526400241187E-13","1,0270077267040357E-06",,,,
anon_S1911,CORDOBA,0,0,9,1,0,0,"26476981,68068309","26476991,68068309","3,950170584388823E-06","1,4919263200120593E-12","3,950169092462503E-06",,,,
anon_S1912,CORDOBA,0,4800,21,46,"971215,2113",0,"55354888,6877641","56321370,8990641","8,258541537461307E-06","1,4562427415340423E-07","8,112917263307903E-06",,,,
anon_S1913,CORDOBA,0,8100,61,177,"816219,6676",0,"148645249,6526516","149453607,3202516","2,2176776030155435E-05","1,230179286660195E-07","2,2053758101489415E-05",,,,
anon_S1914,CORDOBA,0,4800,81,251,"93731,82388",0,"195289686,3679763","195378950,1918563","2,913578231192841E-05","1,4749754094360874E-08","2,912103255783405E-05",,,,
anon_S1915,CORDOBA,0,8150,208,694,"1248814,871",0,"493759218,16270643","495000785,0337064","7,366523733255181E-05","1,8766446919161136E-07","7,34775728633602E-05",,,,
anon_S1916,CORDOBA,0,0,80,348,0,0,"197565053,69304097","197565481,69304097","2,947525035192435E-05","6,385444649651613E-11","2,9475186497477853E-05",,,,
anon_S1917,CORDOBA,0,31200,80,271,"5401591,486",0,"197300598,56618994","202671341,05218995","2,9435795595503234E-05","8,10584827523915E-07","2,8625210767979317E-05",,,,
anon_S1918,CORDOBA,0,0,45,206,0,0,"114578381,60644089","114578632,60644089","1,7094250322303477E-05","3,744735063230269E-11","1,7094212874952843E-05",,,,
anon_S1919,CORDOBA,0,0,45,143,"8404101,81",0,"116810906,04453474","125215195,85453475","1,7427326519229712E-05","1,253858116854815E-06","1,6173468402374897E-05",,,,
anon_S1920,CORDOBA,0,0,203,241,"1466219,807",0,"461895550,7340721","463362214,5410721","6,891141292366276E-05","2,1881543362723872E-07","6,869259749003551E-05",,,,
anon_S1921,CORDOBA,0,12100,55,70,"5136786,027",0,"133226793,77298236","138351604,79998237","1,987645601607311E-05","7,681945073213624E-07","1,9108261508751747E-05",,,,
anon_S1922,CORDOBA,0,12000,45,25,0,0,"106153169,19083755","106141239,19083755","1,5837270706850376E-05","1,8007550682545555E-09","1,5835469951782123E-05",,,,
anon_S1923,CORDOBA,0,335700,123,131,"7887371,632",0,"286145989,046037","293697914,67803705","4,2690873242366505E-05","1,2268595948410601E-06","4,1464013647525447E-05",,,,
anon_S1924,CORDOBA,0,419800,170,227,"16667104,27",0,"398573706,0116964","414821407,2816964","5,946426024635986E-05","2,5492994502688485E-06","5,6914960796091014E-05",,,,
anon_S1925,CORDOBA,0,0,0,4,"2297849,255",0,"8389097,7237603","10686950,978760298","1,2515915695231246E-06","3,4282277506598816E-07","9,087687944571365E-07",,,,
anon_S1926,CORDOBA,0,15000,71,88,"1436926,322",0,"166705897,68222034","168127983,00422034","2,4871291645334188E-05","2,166404310794986E-07","2,465465121425469E-05",,,,
anon_S1927,CORDOBA,0,0,73,176,"7038785,841",0,"178609357,74842852","185648392,5894285","2,6647200182533033E-05","1,0501721346769801E-06","2,5597028047856053E-05",,,,
anon_S1928,CORDOBA,0,0,31,54,0,0,"76952330,33000287","76952415,33000287","1,1480720700559356E-05","1,2681373720102503E-11","1,1480708019185635E-05",,,,
anon_S1929,CORDOBA,0,7500,42,30,"98338,9314",0,"99899761,73245537","99990672,66385537","1,4904308389158368E-05","1,5801130613265167E-08","1,4888507258545104E-05",,,,
anon_S1930,CORDOBA,0,18525,111,202,"5640925,967",0,"261883924,8360177","267506638,8030177","3,907115202509146E-05","8,443950827423165E-07","3,822675694234914E-05",,,,
anon_S1931,CORDOBA,0,0,28,30,0,0,"69288589,0698476","69288647,0698476","1,0337346970980552E-05","8,653172656069943E-12","1,0337338317807896E-05",,,,
anon_S1932,CORDOBA,0,16800,77,274,"1457439,793",0,"188469630,14307842","189910620,93607843","2,8118280173339685E-05","2,1999808153241543E-07","2,789828209180727E-05",,,,
anon_S1933,CORDOBA,0,313800,234,46,"8669304,753",0,"524893646,83750993","533249431,59050995","7,831026469239956E-05","1,3402548155795732E-06","7,697000987681999E-05",,,,
anon_S1934,CORDOBA,0,0,4,47,"6570486,47",0,"21745358,82828352","28315896,298283517","3,2442473174022773E-06","9,802757788118446E-07","2,2639715385904325E-06",,,,
anon_S1935,CORDOBA,0,0,47,74,0,0,"112798418,48240466","112798539,48240466","1,6828692938963424E-05","1,8052308472145917E-11","1,6828674886654952E-05",,,,
anon_S1936,CORDOBA,0,0,2,10,0,0,"11620547,508355148","11620559,508355148","1,7337000680665601E-06","1,7903115840144711E-12","1,7336982777549762E-06",,,,
anon_S1937,"A CORUNA",0,45300,215,55,"1351965,485",0,"479353722,44298965","480660657,92798966","7,151604351084517E-05","2,0850199732223186E-07","7,130754151352293E-05",,,,
anon_S1938,"A CORUNA",0,232700,437,117,"3969121,848",0,"968295544,3905479","972032520,2385479","0,00014446256082266637","6,269635134214197E-07","0,00014383559730924496",,,,
anon_S1939,"A CORUNA",0,563850,410,174,"2707927,182",0,"911254399,2457561","913399060,4277562","0,00013595244224615208","4,882121776011572E-07","0,00013546423006855092",,,,
anon_S1940,"A CORUNA",0,56750,170,102,"2519761,659",0,"384060407,51419926","386523691,17319924","5,7298983044499115E-05","3,844371361839079E-07","5,691454590831521E-05",,,,
anon_S1941,"A CORUNA",0,120900,75,44,"2853333,483",0,"174257067,41773045","176989619,90073046","2,599787053286279E-05","4,437514754380921E-07","2,55541190574247E-05",,,,
anon_S1942,"A CORUNA",0,250550,161,152,"14457808,03",0,"374085031,70677507","388292602,73677504","5,5810730472588344E-05","2,1944253442055886E-06","5,3616305128382755E-05",,,,
anon_S1943,"A CORUNA",0,270360,195,77,"1595331,668",0,"436883444,43584305","438208688,10384303","6,517979095313603E-05","2,783880308475444E-07","6,490140292228849E-05",,,,
anon_S1944,"A CORUNA",0,231500,158,133,"10680743,5",0,"364332694,017995","374782228,517995","5,435575354463469E-05","1,6280697438589638E-06","5,2727683800775726E-05",,,,
anon_S1945,"A CORUNA",0,560675,454,235,"7854085,463",0,"1013273195,6483818","1020567295,1113819","0,00015117289499505496","1,255523054858105E-06","0,00014991737194019686",,,,
anon_S1946,"A CORUNA",0,635225,419,379,"18594191,81",0,"950200026,5480409","968159791,3580408","0,00014176284288831796","2,86900636145247E-06","0,00013889383652686548",,,,
anon_S1947,"A CORUNA",0,513300,598,532,"33748826,29",0,"1357248707,9584773","1390485364,2484772","0,00020249150702056131","5,111825386836974E-06","0,00019737968163372434",,,,
anon_S1948,"A CORUNA",0,102900,42,15,"1975209,69",0,"100355041,243134","102227407,933134","1,4972232737652735E-05","3,100471582183342E-07","1,4662185579434401E-05",,,,
anon_S1949,"A CORUNA",0,64100,314,174,"84862,77508",0,"700151543,6054397","700172794,3805196","0,00010445745159020264","2,2296954488805435E-08","0,00010443515463571383",,,,
anon_S1950,"A CORUNA",0,23650,476,399,"4066429,005",0,"1066587540,4998883","1070631194,5048883","0,00015912700242687116","6,103401954018245E-07","0,00015851666223146933",,,,
anon_S1951,"A CORUNA",0,46500,249,249,"5755560,396",0,"565285097,1224127","570994655,5184127","8,433637147075006E-05","8,656989594399356E-07","8,347067251131012E-05",,,,
anon_S1952,"A CORUNA",0,519450,486,278,"27212155,3",0,"1097002246,4422052","1123695715,7422051","0,00016366465245794813","4,137465167496441E-06","0,0001595271872904517",,,,
anon_S1953,"A CORUNA",0,17800,142,58,"8126173,426",0,"324356451,3025487","332465024,7285487","4,839159267639822E-05","1,2150506688992184E-06","4,7176542007499E-05",,,,
anon_S1954,"A CORUNA",0,181850,278,227,"15247562,41",0,"633378369,9755167","648444587,3855166","9,449538606928091E-05","2,3020299899591305E-06","9,219335607932178E-05",,,,
anon_S1955,"A CORUNA",0,75000,63,46,"2002380,905",0,"147640834,67628333","149568324,58128333","2,2026924716209623E-05","3,0994618688288523E-07","2,1716978529326737E-05",,,,
anon_S1956,ALAVA,0,73200,398,205,"8716303,978",0,"890203721,3364298","898847428,3144299","0,00013281183620345003","1,3114191956199863E-06","0,00013150041700783004",,,,
anon_S1957,"A CORUNA",0,189900,193,69,"3397814,45",0,"433254452,2793989","436462628,7293989","6,46383720618044E-05","5,352996501338433E-07","6,410307241167055E-05",,,,
anon_S1958,"A CORUNA",0,150900,42,30,"3426637,01",0,"101945292,52988492","105221101,53988492","1,5209486512666407E-05","5,337529044731286E-07","1,467573360819328E-05",,,,
anon_S1959,"A CORUNA",0,176500,347,421,"5048224,366",0,"786711799,7652875","791584292,1312876","0,00011737160403338894","7,796049595857489E-07","0,00011659199907380319",,,,
anon_S1960,"A CORUNA",0,93300,364,343,"34543139,28",0,"838305575,6217018","872756121,9017018","0,00012506901524828766","5,167607018523979E-06","0,00011990140822976369",,,,
anon_S1961,"A CORUNA",0,578820,431,563,"19160479,82",0,"985299261,0599834","1003881914,8799834","0,00014699939006638222","2,9451063914829396E-06","0,00014405428367489929",,,,
anon_S1962,"A CORUNA",0,70350,20,30,"1395704,197",0,"52688808,864345506","54014213,0613455","7,860782071480175E-06","2,187319439384445E-07","7,642050127541731E-06",,,,
anon_S1963,"A CORUNA",0,0,25,8,"44647,89137",0,"61745384,12080869","61790065,01217869","9,211956370908915E-06","6,666059783650267E-09","9,205290311125265E-06",,,,
anon_S1964,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1965,"A CORUNA",0,182450,244,155,"2329214,26",0,"547892805,81819","550039969,07819","8,17415697545414E-05","3,7478132951292967E-07","8,136678842502848E-05",,,,
anon_S1966,"A CORUNA",0,461375,261,295,"14016665,37",0,"598689828,269516","612245674,639516","8,932011123187907E-05","2,160099900123406E-06","8,716001133175567E-05",,,,
anon_S1967,"A CORUNA",0,129750,91,88,"9459557,908",0,"215280414,55937123","224610401,46737123","3,2118251666423324E-05","1,430680791345626E-06","3,06875708750777E-05",,,,
anon_S1968,"A CORUNA",0,220950,442,239,"16186575,23",0,"992394089,1582592","1008360395,3882592","0,0001480578861439601","2,4479834738722845E-06","0,00014560990267008781",,,,
anon_S1969,"A CORUNA",0,141600,100,51,"5315662,874",0,"230651105,04673982","235825318,92073983","3,441144543590974E-05","8,142059397819575E-07","3,359723949612778E-05",,,,
anon_S1970,"A CORUNA",0,248000,132,148,"6402435,767",0,"305664442,2070905","311819157,9740905","4,560288264205633E-05","9,92237789970649E-07","4,461064485208568E-05",,,,
anon_S1971,"A CORUNA",0,95950,80,38,"3535569,058",0,"185308048,851781","188747785,909781","2,7646595539205254E-05","5,418134911561362E-07","2,710478204804912E-05",,,,
anon_S1972,"A CORUNA",0,181050,918,547,"48111,6342",0,"2035537397,0333087","2035405923,6675088","0,000303687181800283","3,4407794565877334E-08","0,0003036527740057171",,,,
anon_S1973,"A CORUNA",0,2500,53,47,"1050226,063",0,"125280246,82311052","126328072,88611051","1,8690889761300576E-05","1,5707389137843746E-07","1,853381586992214E-05",,,,
anon_S1974,"A CORUNA",0,160800,182,211,0,0,"413771883,9854472","413611476,9854472","6,17317164198865E-05","2,4048807930170386E-08","6,170766761195633E-05",,,,
anon_S1975,"A CORUNA",0,49500,29,13,"308333,4836",0,"70868964,0596762","71127839,5432762","1,057312727526196E-05","5,33923853269884E-08","1,0519734889934971E-05",,,,
anon_S1976,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1977,"A CORUNA",0,70800,32,31,"2445885,216",0,"79567129,34402038","81942277,56002039","1,1870829447614786E-05","3,7548029042937955E-07","1,1495349157185406E-05",,,,
anon_S1978,"A CORUNA",0,212750,182,185,"6411660,554",0,"416502159,68347347","422701437,2374735","6,213905343736396E-05","9,88367999703771E-07","6,115068543766019E-05",,,,
anon_S1979,"A CORUNA","83941962,81",40200,34,27,"6538850,908",1,"86260813,53291664","92759525,44091663","1,2869477809541075E-05","9,815550217849957E-07","1,188792278775608E-05",,,,
anon_S1980,"A CORUNA",0,18750,24,14,"1879496,38",0,"60970152,75640648","62830937,13640648","9,096297563243864E-06","2,832100429389773E-07","8,813087520304887E-06",,,,
anon_S1981,"A CORUNA",0,256200,208,250,"6480915,824",0,"476307430,7467605","482532604,5707605","7,106155923484131E-05","1,0051963721049898E-06","7,005636286273633E-05",,,,
anon_S1982,"A CORUNA",0,0,95,133,"12668311,93",0,"228075922,49328846","240744462,42328846","3,402724717287675E-05","1,890052815769073E-06","3,213719435710767E-05",,,,
anon_S1983,"A CORUNA",0,54000,135,164,"15960021,05",0,"318829771,9877452","334736092,03774524","4,756705284319607E-05","2,389218557969184E-06","4,5177834285226886E-05",,,,
anon_S1984,"A CORUNA",0,0,17,0,0,0,"43887996,27306278","43888013,27306278","6,547765677237352E-06","2,5362747440205008E-12","6,547763140962608E-06",,,,
anon_S1985,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1986,"A CORUNA",0,24600,16,18,"2187659,043",0,"43888175,52657689","46051268,56957689","6,547792420540918E-06","3,3005782184312703E-07","6,217734598697791E-06",,,,
anon_S1987,"A CORUNA",0,0,7,0,0,0,"22066042,86397212","22066049,86397212","3,2920910127274287E-06","1,0443484240084415E-12","3,2920899683790047E-06",,,,
anon_S1988,"A CORUNA",0,0,16,0,0,0,"41705800,93215372","41705816,93215372","6,22219821078636E-06","2,387082112019295E-12","6,222195823704249E-06",,,,
anon_S1989,"A CORUNA",0,369200,384,248,"23135178,99",0,"870516218,4522874","893282829,4422874","0,0001298746058306335","3,5067744548153708E-06","0,00012636783137581813",,,,
anon_S1990,"A CORUNA",0,0,6,0,0,0,"19883847,523063052","19883853,523063052","2,966523546276436E-06","8,951557920072356E-13","2,9665226511206437E-06",,,,
anon_S1991,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1992,"A CORUNA",0,0,2,2,0,0,"11248162,429212458","11248166,429212458","1,6781429579912847E-06","5,967705280048237E-13","1,6781423612207568E-06",,,,
anon_S1993,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1994,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S1995,"A CORUNA",0,24000,37,32,"125090,7972",0,"89098322,66324961","89199482,4604496","1,3292813265022906E-05","2,2253542733034106E-08","1,3270559722289872E-05",,,,
anon_S1996,"A CORUNA",0,171900,96,77,"5453687,503",0,"223217403,4186658","228499363,9216658","3,330239192450573E-05","8,393220164509981E-07","3,246306990805473E-05",,,,
anon_S1997,"A CORUNA",0,0,5,0,0,0,"17701652,182153985","17701657,182153985","2,640956079825443E-06","7,459631600060296E-13","2,640955333862283E-06",,,,
anon_S1998,"A CORUNA",0,25725,286,250,"8085069,935",0,"647504560,5961387","655564441,5311387","9,660290962812226E-05","1,2101508112254525E-06","9,539275881689681E-05",,,,
anon_S1999,"A CORUNA",0,121800,104,81,"6620693,132",0,"241578385,89849335","248077464,03049335","3,604171522679923E-05","1,0059578972500545E-06","3,5035757329549176E-05",,,,
anon_S2000,"A CORUNA",0,1500,65,48,"2952133,771",0,"152682027,9821471","155632774,7531471","2,2779033613938296E-05","4,4067725503055327E-07","2,2338356358907744E-05",,,,
anon_S2001,"A CORUNA",0,256800,250,239,"5615194,77",0,"566915544,1382685","572274427,9082685","8,45796221523841E-05","8,761313100306643E-07","8,370349084235344E-05",,,,
anon_S2002,"A CORUNA",0,34900,155,103,"7838694,836",0,"354642976,02188605","362447028,8578861","5,291011901344574E-05","1,1747208285929996E-06","5,173539818485274E-05",,,,
anon_S2003,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S2004,"A CORUNA",0,0,3,8,"2102598,295",0,"15001877,463094141","17104486,75809414","2,238169583678589E-06","3,1369381479125E-07","1,9244757688873387E-06",,,,
anon_S2005,"A CORUNA",0,17400,18,0,"102097,3627",0,"46132939,38920328","46217654,75190328","6,882694649427342E-06","1,7830811525791753E-08","6,864863837901551E-06",,,,
anon_S2006,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S2007,"A CORUNA",0,100200,80,91,"9057207,577",0,"191168630,68139386","200125809,25839385","2,8520951167423637E-05","1,366243250660488E-06","2,715470791676315E-05",,,,
anon_S2008,CANTABRIA,0,0,225,303,"13699305,85",0,"520308135,8435981","534007969,69359815","7,76261402381474E-05","2,043914270060714E-06","7,558222596808669E-05",,,,
anon_S2009,"A CORUNA",0,45250,157,80,"130723,0872",0,"353199535,58290446","353285245,67010444","5,2694768335217105E-05","2,628924669453001E-08","5,2668479088522575E-05",,,,
anon_S2010,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S2011,"A CORUNA",0,10800,345,400,"588628,7341",0,"778629085,9815944","779207659,7156944","0,00011616572269028734","8,954149904837092E-08","0,00011607618119123898",,,,
anon_S2012,"A CORUNA",0,637900,534,417,"35902534,02",0,"1213558812,7372932","1248824397,7572932","0,00018105403336053535","5,451705408103239E-06","0,00017560232795243213",,,,
anon_S2013,"A CORUNA",0,4900,61,107,"3757491,007",0,"147194549,16475293","150947308,17175293","2,1960342206120398E-05","5,613460813141738E-07","2,1398996124806224E-05",,,,
anon_S2014,"A CORUNA",0,0,2,38,"1120511,514",0,"13612547,790819313","14733099,304819314","2,0308918331545346E-06","1,6717802966659615E-07","1,8637138034879384E-06",,,,
anon_S2015,"A CORUNA",0,0,2,6,"28328,42845",0,"11451765,270225802","11480101,698675802","1,7085190017249887E-06","4,227586341969352E-09","1,7042914153830192E-06",,,,
anon_S2016,"A CORUNA",0,8925,14,41,"4745136,684",0,"42166186,045917355","46902452,729917355","6,2908842776429325E-06","7,092791809268055E-07","5,581605096716127E-06",,,,
anon_S2017,"A CORUNA",0,28800,66,42,"1906815,831",0,"153942495,04797825","155820618,87897825","2,2967086013040486E-05","2,887957331743475E-07","2,267829027986614E-05",,,,
anon_S2018,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S2019,"A CORUNA",0,1500,1,0,0,0,"8972870,818517718","8971371,818517718","1,3386862140214733E-06","2,239381406338101E-10","1,3384622758808395E-06",,,,
anon_S2020,"A CORUNA",0,0,0,0,0,0,"6790675,477608653","6790675,477608653","1,013118747570481E-06",0,"1,013118747570481E-06",,,,
anon_S2021,"A CORUNA",0,0,0,8,0,0,"7163060,556751342","7163068,556751342","1,0686758576457561E-06","1,1935410560096475E-12","1,0686746641047E-06",,,,
