Cod_Cli-Cod_cli,PROVINCIA,TOTAL_VOL,Uds_AH,Uds_DNT,Uds_VH,Resto_Farmacos,MUESTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10520,MURCIA,0,0,701,1234,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10535,MURCIA,0,0,108,179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10547,MURCIA,0,38200,729,523,"6444420,743",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10557,MURCIA,0,30000,1,11,"700937,2955",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10654,MURCIA,0,760950,637,552,"35264630,28",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10656,MURCIA,0,46450,217,80,"1393120,666",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10657,MURCIA,0,7300,182,301,"723887,2442",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10691,MURCIA,0,0,139,369,"4384582,128",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10706,MURCIA,0,23025,294,650,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10711,MURCIA,0,57450,91,106,"1208534,33",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10721,MURCIA,0,0,197,487,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10742,MURCIA,0,116925,169,276,"25409599,31",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10810,MURCIA,0,39100,285,507,"5621386,958",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10848,MURCIA,0,168000,251,519,"15019749,65",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10867,MURCIA,0,15250,209,456,"361273,8489",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S9339,LEON,"44041199,02",14700,18,22,"6818222,22",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10875,MURCIA,0,0,48,99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10911,MURCIA,0,0,349,409,"2592213,162",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10958,MURCIA,0,0,44,165,"18222691,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S10959,MURCIA,0,0,26,41,"196328,1695",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11109,MURCIA,0,86000,216,275,"5762137,665",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11134,MURCIA,0,0,585,500,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11137,MURCIA,0,32900,24,181,"38039490,53",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11194,MURCIA,0,28900,200,459,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11201,MURCIA,0,0,305,362,"4261798,523",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11204,MURCIA,0,13200,219,302,"2220593,45",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11232,MURCIA,0,313500,804,1128,"37978452,92",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11269,MURCIA,0,19200,205,377,"572285,774",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11328,MURCIA,0,64950,368,665,"14139852,76",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11371,MURCIA,0,108150,108,246,"16092816,29",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11427,MURCIA,0,47100,69,100,"1153594,373",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11459,MURCIA,0,3750,47,155,"6185269,036",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11533,MURCIA,0,2400,88,393,"928132,494",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11556,MURCIA,0,363750,326,402,"22128300,71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11597,MURCIA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11640,MURCIA,0,0,17,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11641,MURCIA,0,22500,26,53,"6533128,895",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11753,MURCIA,0,0,182,466,"5556191,882",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11813,MURCIA,0,25500,79,204,"19263265,75",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11816,MURCIA,0,30450,325,594,"162700,6081",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S9364,LLEIDA,"168959769,2",28350,79,105,"8958765,715",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11819,MURCIA,0,9600,242,478,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11840,MURCIA,0,0,204,460,"17390364,71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11871,MURCIA,0,137250,441,442,"3692325,375",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11891,MURCIA,0,2400,32,137,"459447,0694",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11905,MURCIA,0,24000,66,155,"8395094,026",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11971,MURCIA,0,0,274,311,"8684276,619",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11981,MURCIA,0,243750,261,554,"25674106,49",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S9372,AVILA,"242517058,1",34020,89,116,"12941556,16",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12005,MURCIA,0,9600,108,170,"7262708,398",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12011,MURCIA,0,148250,241,461,"21221516,46",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12017,MURCIA,0,102300,275,611,"20312337,48",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12020,MURCIA,0,24900,224,257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12039,MURCIA,0,28000,365,875,"54013273,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12044,MURCIA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12130,MURCIA,0,0,177,164,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12155,MURCIA,0,6150,190,295,"9449272,998",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12218,MURCIA,0,4800,136,246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12225,MURCIA,0,2400,43,79,"178811,5317",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12297,MURCIA,0,256825,208,331,"18056633,54",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12298,MURCIA,0,0,26,114,"1467337,345",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12328,MURCIA,0,0,380,519,"548033,9743",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12344,MURCIA,0,9600,21,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12363,MURCIA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12407,MURCIA,0,264300,783,1675,"12645806,65",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12442,MURCIA,0,54950,328,513,"16408376,97",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12448,MURCIA,0,118050,355,527,"2307362,953",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12468,MURCIA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12491,MURCIA,0,38400,159,493,"21046481,08",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12492,MURCIA,0,0,277,448,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12521,MURCIA,0,18000,216,510,"3788325,009",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12595,MURCIA,0,21250,105,313,"343728,9009",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12736,MURCIA,0,0,125,413,"2831357,318",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12737,MURCIA,0,18200,140,281,"1123537,045",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12738,MURCIA,0,0,61,168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12739,MURCIA,0,0,0,23,"4612787,397",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12834,MURCIA,0,35100,166,281,"12787038,57",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12837,MURCIA,0,50800,238,580,"18693271,59",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12838,MURCIA,0,11100,260,915,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12849,MURCIA,0,0,45,98,"3071115,165",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12908,MURCIA,0,52500,65,120,"2190106,598",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12926,MURCIA,0,229600,229,445,"78947024,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12961,MURCIA,0,247450,341,538,"24658646,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13020,MURCIA,0,69100,289,224,"3489380,722",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13103,MURCIA,0,98100,114,96,"6134507,65",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4191,NAVARRA,0,118550,194,13,"158996,8272",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S9410,SEGOVIA,"153344967,6",116100,57,104,"6696811,528",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4192,NAVARRA,0,647950,595,155,"5099671,797",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4193,NAVARRA,0,98200,381,92,"1728043,485",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4194,NAVARRA,0,33600,451,318,"11639643,38",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4195,NAVARRA,0,8400,223,86,"687578,9291",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4196,NAVARRA,0,60900,133,57,"3679455,729",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4197,NAVARRA,0,387600,199,36,"2673043,312",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4198,NAVARRA,0,107300,488,385,"10056487,55",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4199,NAVARRA,0,14200,295,164,"500718,155",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4200,NAVARRA,0,45000,190,51,"697687,0264",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4201,NAVARRA,0,4800,352,163,"1092827,682",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4202,NAVARRA,0,84000,320,213,"31253291,95",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4203,NAVARRA,0,30050,314,173,"5992752,284",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4204,NAVARRA,0,319750,344,143,"9074260,839",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4205,NAVARRA,0,93300,365,229,"747463,7268",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4206,NAVARRA,0,30450,468,114,"1086132,901",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4207,NAVARRA,0,15650,251,133,"9081818,574",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4208,NAVARRA,0,2400,666,386,"202272,56",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4209,NAVARRA,0,52800,1092,673,"496736,6746",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4210,NAVARRA,0,199500,62,51,"1761339,072",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4211,NAVARRA,0,34900,172,52,"667625,2092",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4212,NAVARRA,0,70250,42,8,"2042427,818",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4213,NAVARRA,0,18000,177,93,"753679,9773",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4214,NAVARRA,0,20000,291,177,"263210,2515",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4215,NAVARRA,0,0,284,228,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4216,NAVARRA,0,45000,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4217,NAVARRA,0,22500,18,0,"205929,6691",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4218,NAVARRA,0,22500,18,0,"82954,78603",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4219,NAVARRA,0,76750,366,144,"5936443,87",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4220,NAVARRA,0,943950,586,198,"3651491,532",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4221,NAVARRA,0,82500,88,25,"147676,2361",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4222,NAVARRA,0,196600,361,139,"7680721,048",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4223,NAVARRA,0,12000,260,145,"296320,5288",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4224,NAVARRA,0,50650,87,38,"502444,4412",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4225,NAVARRA,0,140100,194,82,"4599218,777",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4226,NAVARRA,0,138300,89,17,"1792447,574",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4227,NAVARRA,0,72000,47,11,"1751996,573",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4228,NAVARRA,0,0,0,0,"730565,625",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4229,NAVARRA,0,73800,299,136,"640025,9812",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4230,NAVARRA,0,937500,601,193,"14165419,44",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4231,NAVARRA,0,101700,43,14,"1044930,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4232,NAVARRA,0,30000,20,0,"854647,5684",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4233,NAVARRA,0,60300,452,251,"3423621,258",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4234,NAVARRA,0,38500,400,310,"22702828,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4235,NAVARRA,0,80600,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4236,NAVARRA,0,137150,244,98,"6448167,288",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4237,NAVARRA,0,85200,69,10,"360293,1689",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4238,NAVARRA,0,150850,2329,3705,26206255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4239,NAVARRA,0,8600,116,14,"1008006,14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4240,NAVARRA,0,24000,2893,4182,"171060381,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4241,NAVARRA,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4242,NAVARRA,0,0,186,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S9462,CASTELLON,"36528316,13",0,13,19,"3967536,419",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4243,NAVARRA,0,96900,102,8,"524730,4113",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4244,NAVARRA,0,85500,47,8,"271656,5192",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4245,NAVARRA,0,0,324,392,"21542311,02",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4246,NAVARRA,0,134700,631,542,"7937042,691",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4247,NAVARRA,0,15000,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4248,NAVARRA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4249,NAVARRA,0,0,33,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4250,NAVARRA,0,118200,142,140,"24735198,21",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4251,NAVARRA,0,22500,21,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4253,NAVARRA,0,58200,41,65,"4240321,229",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4254,NAVARRA,0,61000,74,20,"2618799,09",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4255,NAVARRA,0,41900,491,246,"424447,9613",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4256,NAVARRA,0,16500,72,77,"4984157,327",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4257,NAVARRA,0,34200,491,182,"235449,3556",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4258,NAVARRA,0,24250,326,121,"3890161,697",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4259,NAVARRA,0,31200,97,110,"8660407,748",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4260,NAVARRA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4261,NAVARRA,0,193900,220,299,"5032058,525",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4263,NAVARRA,0,0,107,125,"1286446,221",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4265,NAVARRA,0,60000,40,43,"3788469,134",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4266,NAVARRA,0,40500,89,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4268,NAVARRA,0,58800,84,235,"16822190,52",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4269,NAVARRA,0,149700,320,269,"391057,3478",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4270,NAVARRA,0,0,95,91,"6410143,198",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4271,NAVARRA,0,63250,420,317,"92340,16843",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4272,NAVARRA,0,29250,19,23,"2780144,684",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4273,NAVARRA,0,40500,11,13,"3357535,102",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4274,NAVARRA,0,19350,187,30,"1496181,887",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4275,NAVARRA,0,75000,31,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4276,NAVARRA,0,50550,315,198,"1208055,568",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4277,NAVARRA,0,136500,193,215,"3804451,572",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4278,NAVARRA,0,241000,152,143,"4483787,983",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4279,NAVARRA,0,67725,33,22,"1769523,469",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4280,NAVARRA,0,13725,21,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4281,NAVARRA,0,68700,110,80,"583664,5426",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4282,NAVARRA,0,96000,663,687,"11921558,53",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4283,NAVARRA,0,70800,173,157,"10821390,31",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4284,NAVARRA,0,165900,213,164,"32279951,78",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4285,NAVARRA,0,21600,125,112,"15486659,89",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4286,NAVARRA,0,126600,264,217,"13235058,75",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4287,NAVARRA,0,0,88,111,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4288,NAVARRA,0,0,50,83,"590133,6587",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4289,NAVARRA,0,15100,134,166,"10913640,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4290,NAVARRA,0,0,153,202,"10892621,22",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4291,NAVARRA,0,27300,184,200,"4361434,303",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4292,NAVARRA,0,0,137,120,"1592861,293",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4293,NAVARRA,0,157300,222,213,"25032825,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4294,NAVARRA,0,172500,93,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4295,NAVARRA,0,4800,119,141,"27050059,74",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4296,NAVARRA,0,2500,40,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4297,NAVARRA,0,12100,66,92,"15812962,36",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4298,NAVARRA,0,25250,103,116,"9114033,162",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4299,NAVARRA,0,49400,18,109,"6788731,586",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6478,NAVARRA,0,46800,247,99,"1497988,92",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6509,NAVARRA,0,13600,351,342,"3035015,188",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6602,NAVARRA,0,432850,787,458,"49684430,19",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6608,NAVARRA,0,257675,589,171,"2831574,823",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6853,NAVARRA,0,41100,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6854,NAVARRA,0,89750,42,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7323,NAVARRA,0,4800,103,149,"2962591,399",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7382,NAVARRA,0,81600,204,58,"1457521,951",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7454,NAVARRA,0,19000,86,68,"10477398,21",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7638,NAVARRA,0,47400,209,116,"6881383,653",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7645,NAVARRA,0,0,130,170,"315445,008",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7722,NAVARRA,0,112800,182,273,"22384027,27",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7772,NAVARRA,0,7500,13,2,"695671,2843",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7780,NAVARRA,0,67200,194,154,"91822,92512",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7783,NAVARRA,0,10200,723,940,"856868,9679",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7855,NAVARRA,0,20700,115,48,"992265,2671",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7862,NAVARRA,0,9700,272,84,"682602,7318",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7875,NAVARRA,0,45000,35,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7979,NAVARRA,0,4800,179,61,"582465,6184",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8093,NAVARRA,0,102100,85,10,"536952,0195",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8147,NAVARRA,0,36100,566,446,"14378362,84",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8160,NAVARRA,0,24600,78,107,"8484913,634",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8164,NAVARRA,0,168650,354,86,"1399230,222",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8167,NAVARRA,0,4800,258,119,"277114,1169",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8283,NAVARRA,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8313,NAVARRA,0,30000,30,19,"907181,7098",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8544,NAVARRA,0,530400,360,160,"16863595,18",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8562,NAVARRA,0,9600,622,270,"350889,0006",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8573,NAVARRA,0,953950,398,328,"31760755,73",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8595,NAVARRA,0,191950,442,662,"230588,4857",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8750,NAVARRA,0,30000,27,2,"1882131,943",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8758,NAVARRA,0,20100,28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8805,NAVARRA,0,25000,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
