Cod_Cli-Cod_cli,PROVINCIA,TOTAL_VOL,Uds_AH,Uds_DNT,Uds_VH,Resto_Farmacos,MUESTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11536,CACERES,0,0,21,20,"5372445,792",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11678,CACERES,0,37800,31,45,"7447141,82",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11682,CACERES,0,21900,24,82,"3339823,84",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11695,CACERES,0,9700,177,403,"11974059,39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11698,CACERES,0,0,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11723,CACERES,0,15000,20,15,"1006061,363",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11755,CACERES,0,96000,301,881,"3052984,686",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11793,CACERES,0,14400,303,315,"3239645,308",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S11901,CACERES,0,16500,37,98,"18181196,62",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12002,CACERES,0,36750,347,252,"225285,9472",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12024,CACERES,0,2400,375,447,"4302516,047",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12118,CACERES,0,3000,52,112,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12156,CACERES,0,366200,390,589,"48483975,27",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12188,CACERES,0,352300,173,164,"6253814,168",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12331,CACERES,0,42000,97,254,"10531648,25",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12332,CACERES,0,21200,22,98,"6439890,028",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12369,CACERES,0,3300,22,21,"2277675,774",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12522,CACERES,0,9600,102,131,"12495167,96",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12687,CACERES,0,0,32,342,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12785,CACERES,0,22500,18,30,"3184124,298",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12873,CACERES,0,4800,11,20,"6630444,493",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12896,CACERES,0,0,39,135,"17889432,03",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12898,CACERES,0,0,77,143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12923,CACERES,0,4800,13,0,"455565,7302",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S12955,CACERES,0,84450,77,77,"456495,7263",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13028,CACERES,0,4800,5,63,"2654928,883",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13040,CACERES,0,0,118,506,"25194940,57",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13042,CACERES,0,71400,1719,1975,"329071,4304",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S13051,CACERES,0,43200,15,28,"946789,9018",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4007,MURCIA,102564435,39600,47,65,"6374013,779",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1415,CADIZ,0,264450,137,95,"6550919,01",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1416,CADIZ,0,0,235,270,"130456,4409",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4010,MURCIA,"177759670,3",32100,61,239,"16742533,18",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1417,CADIZ,0,83300,208,254,"8443971,697",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1418,CADIZ,0,488000,468,515,"24435151,15",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1419,CADIZ,0,435800,50,32,"3165664,597",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1420,CADIZ,0,218400,174,247,"14580279,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1421,CADIZ,0,10800,90,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1422,CADIZ,0,4800,172,87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1423,CADIZ,0,140700,50,27,"4758843,126",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1424,CADIZ,0,586200,130,87,"3943144,69",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1425,CADIZ,0,0,26,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1426,CADIZ,0,17400,185,160,"6524275,764",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1427,CADIZ,0,0,172,151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1428,CADIZ,0,69200,170,83,"3428511,472",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1429,CADIZ,0,0,211,315,"19068106,98",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1430,CADIZ,0,9900,232,530,"23538240,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1431,CADIZ,0,97800,155,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1432,CADIZ,0,295800,230,156,"9478827,895",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1433,CADIZ,0,107400,216,129,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1434,CADIZ,0,278700,914,323,"19489576,14",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1435,CADIZ,0,0,15,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1436,CADIZ,0,115750,281,127,"14130454,56",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1437,CADIZ,0,970800,216,68,"3633850,883",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1438,CADIZ,0,334500,610,190,"280287,6539",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1440,CADIZ,0,1031500,1256,236,"1914043,501",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1441,CADIZ,0,2153350,897,106,"3287410,456",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1442,CADIZ,0,155700,390,165,"70777,70954",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1443,CADIZ,0,32400,85,211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1444,CADIZ,0,32500,82,188,"7995706,886",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1445,CADIZ,0,151800,129,215,"6056615,456",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1447,CADIZ,0,81300,50,203,"15108546,74",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1448,CADIZ,0,60600,66,193,"4276128,777",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1449,CADIZ,0,3750,31,49,"5430483,429",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1450,CADIZ,0,4800,439,419,"14340576,65",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1451,CADIZ,0,133050,438,422,"30958693,32",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1452,CADIZ,0,6600,18,25,"1312528,216",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1453,CADIZ,0,47500,67,73,"2260033,896",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1454,CADIZ,0,0,40,28,"3737391,808",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1455,CADIZ,0,4800,39,47,"53714,37034",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1456,CADIZ,0,75600,45,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1457,CADIZ,0,38550,73,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1459,CADIZ,0,107750,188,55,"12646179,97",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1460,CADIZ,0,17100,141,123,"1959314,519",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1461,CADIZ,0,0,202,282,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1462,CADIZ,0,71500,28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1463,CADIZ,0,121675,117,80,"2611784,173",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1464,CADIZ,0,99000,158,150,"6241376,701",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1465,CADIZ,0,0,42,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1466,CADIZ,0,12300,43,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1467,CADIZ,0,783500,163,161,"7712705,339",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1468,CADIZ,0,49200,195,498,"20879088,53",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1469,CADIZ,0,124800,79,72,"2459258,582",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1470,CADIZ,0,34800,230,237,"3110094,494",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1471,CADIZ,0,0,99,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1472,CADIZ,0,34800,68,44,"1086182,456",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1473,CADIZ,0,20200,234,125,"959433,2142",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1474,CADIZ,0,0,75,154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1475,CADIZ,0,74600,56,62,"4257498,29",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1476,CADIZ,0,70500,24,73,"1954695,87",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1477,CADIZ,0,0,47,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4069,MURCIA,"66400015,24",0,26,37,"3846652,464",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1478,CADIZ,0,50400,131,88,"4386176,289",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1479,CADIZ,0,7800,69,36,"3255287,97",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1480,CADIZ,0,70050,160,182,"7825219,197",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4073,MURCIA,"179099910,2",27900,70,165,"17339548,65",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1481,CADIZ,0,3300,32,51,"924382,8232",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1482,CADIZ,0,32250,62,155,"14094431,06",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1483,CADIZ,0,7500,19,60,"6777758,078",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1484,CADIZ,0,52700,38,148,"13191362,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4078,MURCIA,"65050640,67",45600,26,41,"3099875,324",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1485,CADIZ,0,70425,151,192,"11450367,95",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1486,CADIZ,0,12000,244,263,"7864241,906",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1487,CADIZ,0,18200,105,85,"3361318,315",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1488,CADIZ,0,358650,326,112,"21674367,74",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1489,CADIZ,0,0,346,118,"341198,6354",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1490,CADIZ,0,45400,247,41,"4877616,139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1491,CADIZ,0,64600,181,40,"3097777,029",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4086,MURCIA,"343627200,1",157500,163,258,"36513668,25",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1492,CADIZ,0,3000,187,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1493,CADIZ,0,207700,63,19,"440721,4755",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1494,CADIZ,0,30500,150,363,"5241686,466",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1497,CADIZ,0,36700,223,381,"3453031,866",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1498,CADIZ,0,43650,125,250,"23884812,09",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1499,CADIZ,0,63000,64,99,"4789154,797",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1500,CADIZ,0,95240,111,156,"15647627,75",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1502,CADIZ,0,58800,259,469,"19603082,17",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4095,MURCIA,"188437933,9",69300,76,177,"14942061,65",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1503,CADIZ,0,3000,167,137,"66473,74641",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1504,CADIZ,0,116400,145,147,"8303232,681",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1505,CADIZ,0,44500,56,66,"3056260,207",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1506,CADIZ,0,9600,66,75,"2392075,732",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1507,CADIZ,0,62500,40,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1508,CADIZ,0,350600,444,576,"34198818,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1509,CADIZ,0,9600,174,188,"3121234,936",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1510,CADIZ,0,57300,358,306,"20199257,04",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1511,CADIZ,0,5500,61,94,"7663583,222",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1512,CADIZ,0,13900,108,235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1513,CADIZ,0,2500,241,252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1514,CADIZ,0,90700,76,70,"6461233,594",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1515,CADIZ,0,0,119,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1516,CADIZ,0,0,72,92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4110,MURCIA,"319117995,2",225850,149,240,"26302730,97",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1517,CADIZ,0,51200,156,256,"5520942,272",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1518,CADIZ,0,69600,295,405,"11710088,79",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1519,CADIZ,0,74850,358,410,"2124456,547",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1520,CADIZ,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1521,CADIZ,0,0,54,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1522,CADIZ,0,46000,194,175,"2011634,488",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1523,CADIZ,0,81050,246,213,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1524,CADIZ,0,2500,274,393,"4838240,025",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1525,CADIZ,0,588000,292,290,"12138521,93",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1526,CADIZ,0,0,115,211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1527,CADIZ,0,92700,67,68,"381318,6993",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1528,CADIZ,0,27300,157,291,"2678565,38",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1529,CADIZ,0,193950,208,226,"9729122,126",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1530,CADIZ,0,212600,286,300,"10544428,63",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4125,MURCIA,"34024630,51",0,16,25,"10137558,44",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1531,CADIZ,0,95900,272,273,27869397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1532,CADIZ,0,35000,154,232,"6616224,653",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1533,CADIZ,0,15000,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1534,CADIZ,0,64900,52,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1535,CADIZ,0,48900,65,53,"1039917,478",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1536,CADIZ,0,7300,69,133,"7681584,953",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1537,CADIZ,0,0,16,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1538,CADIZ,0,255650,244,227,"11526257,04",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4134,MURCIA,"229371954,1",53100,89,281,"13636891,06",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1539,CADIZ,0,0,159,348,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1540,CADIZ,0,276000,256,288,"6407706,105",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1541,CADIZ,0,74600,229,205,"6240985,394",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1542,CADIZ,0,0,220,284,"1614147,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1543,CADIZ,0,161050,225,153,"4765437,761",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1544,CADIZ,0,48000,27,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1545,CADIZ,0,198900,363,98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1546,CADIZ,0,23500,69,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1547,CADIZ,0,224400,162,140,"1681406,763",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1548,CADIZ,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1549,CADIZ,0,68150,241,84,"2486905,369",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1550,CADIZ,0,4800,102,32,"99118,09056",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4147,MURCIA,"47385394,7",5000,18,13,"1947803,911",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1551,CADIZ,0,1167900,600,278,"50615364,59",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1552,CADIZ,0,30000,40,65,"115098,3033",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1553,CADIZ,0,3000,47,170,"12586753,09",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1554,CADIZ,0,0,184,465,"28332231,37",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1555,CADIZ,0,187500,204,726,"54192963,06",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1558,CADIZ,0,42500,204,396,"28829679,71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4154,MURCIA,"300226699,8",32100,102,218,"29603901,66",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1559,CADIZ,0,28800,18,118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1562,CADIZ,0,50775,252,548,"4900942,573",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S1563,CADIZ,0,28800,3,39,"1002826,109",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6438,CADIZ,0,1000,188,91,"1882435,661",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6439,CADIZ,0,8100,238,346,"7765887,877",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6524,CADIZ,0,7200,105,69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6551,CADIZ,0,556350,365,388,"14136714,81",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6552,CADIZ,0,-22500,204,431,"6317934,137",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6607,CADIZ,0,40800,672,306,"4546333,236",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6711,CADIZ,0,0,153,79,"161321,6801",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6742,CADIZ,0,81900,130,158,"9373755,859",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6778,CADIZ,0,0,191,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S6930,CADIZ,0,1250,95,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7025,CADIZ,0,0,81,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7099,CADIZ,0,40600,205,197,"10412903,72",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7108,CADIZ,0,54400,193,72,"2473678,959",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7111,CADIZ,0,804000,414,59,"1688918,106",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7112,CADIZ,0,177600,90,98,"3041710,509",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7147,CADIZ,0,119100,122,63,"5859663,726",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7160,CADIZ,0,40250,126,267,"11360812,54",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7161,CADIZ,0,67800,247,199,"2092050,08",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7168,CADIZ,0,0,146,165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7169,CADIZ,0,76800,218,321,"15870672,58",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7217,CADIZ,0,46200,215,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4179,MURCIA,"109734497,9",70450,48,132,"8613135,41",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7282,CADIZ,0,81900,119,105,"5716740,458",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7288,CADIZ,0,7500,48,82,"1973300,859",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7330,CADIZ,0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7335,CADIZ,0,12300,20,13,"676867,3994",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7353,CADIZ,0,0,87,61,"1085481,681",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7453,CADIZ,0,83300,122,122,"4385286,516",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S4186,MURCIA,"80110061,48",307500,29,63,"3686950,854",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7511,CADIZ,0,59700,34,39,"74175,71467",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7512,CADIZ,0,0,238,46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7574,CADIZ,0,165000,58,310,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7575,CADIZ,0,1473600,461,229,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7581,CADIZ,0,0,1160,835,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7753,CADIZ,0,176100,152,120,"2857461,446",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7754,CADIZ,0,104900,161,166,"1154854,746",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7842,CADIZ,0,6400,135,34,"263071,791",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7881,CADIZ,0,23100,383,159,"1588541,369",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7897,CADIZ,0,114620,173,402,"9093466,501",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S7938,CADIZ,0,18600,347,278,"11909865,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8372,CADIZ,0,67325,45,69,"3042446,117",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8380,CADIZ,0,0,258,121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8461,CADIZ,0,12600,105,105,"4407810,108",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8510,CADIZ,0,170600,91,47,"2922429,093",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8512,CADIZ,0,0,273,328,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8513,CADIZ,0,0,228,149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8526,CADIZ,0,104825,141,219,"3995428,174",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anon_S8679,CADIZ,0,0,30,147,"85461,90067",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
