Cod_Cli;PROVINCIA;Uds_AH;Uds_DNT;Uds_VH;Resto_Farmacos
anon_S10163;MURCIA;0;348;447;120001374,8
anon_S10164;LLEIDA;61800;294;471;2404379,821
anon_S10165;BARCELONA;19400;324;313;15457949,97
anon_S10166;OURENSE;129900;131;185;32571981,94
anon_S10167;VALENCIA;62175;191;96;3719349,555
anon_S10168;ALICANTE;63750;236;340;1230365,787
anon_S10169;ASTURIAS;164100;160;76;4160496,18
anon_S10170;JAEN;25950;141;313;17787664,52
anon_S10171;ALICANTE;57600;111;158;0
anon_S10172;MALAGA;431400;163;265;7549075,334
anon_S10173;GRANADA;0;206;140;0
anon_S10174;CADIZ;24600;284;134;0
anon_S10175;VIZCAYA;0;98;80;2784547,968
anon_S10176;A CORUNA;41900;211;252;3005218,543
anon_S10177;VIZCAYA;180200;253;56;4049858,948
anon_S10178;VALENCIA;768250;400;215;12475878,77
anon_S10179;ALICANTE;358200;458;313;27851402,75
anon_S10180;MALAGA;19475;93;79;4727207,523
anon_S10181;LLEIDA;40200;28;33;3116607,012
anon_S10182;LLEIDA;4800;397;664;15035729,3
anon_S10183;BARCELONA;118200;443;262;17106408,73
anon_S10184;TARRAGONA;0;62;41;0
anon_S10185;MALAGA;2450;121;48;476017,9199
anon_S10186;GUIPUZCOA;93000;134;65;10991209,28
anon_S10187;MADRID;276200;329;77;4392331,554
anon_S10188;VALENCIA;567100;434;607;45099754,1
anon_S10189;ZARAGOZA;72000;32;52;3933656,772
anon_S10190;BALEARES;42000;382;468;4384036,749
anon_S10191;VALENCIA;48200;281;206;2306027,993
anon_S10192;BARCELONA;26700;584;221;1628855,789
anon_S10193;GIRONA;52200;392;264;0
anon_S10194;A CORUNA;417700;496;300;26775298,18
anon_S10195;A CORUNA;141470;287;454;32534691,26
anon_S10196;MURCIA;4800;25;16;2178942,088
anon_S10197;VALENCIA;85400;33;98;8415294,988
anon_S10198;MADRID;382875;614;129;1581944,209
anon_S10199;PONTEVEDRA;88600;36;40;6335774,944
anon_S10200;CADIZ;7200;430;337;2237517,942
anon_S10201;GRANADA;14400;351;765;194927,3865
anon_S10202;BARCELONA;142900;833;176;1700345,913
anon_S10203;BARCELONA;9600;434;267;12769087,6
anon_S10204;BARCELONA;253550;1632;315;5706911,413
anon_S10205;OURENSE;249350;352;212;3790616,313
anon_S10206;CORDOBA;0;245;218;0
anon_S10207;CADIZ;90600;265;316;0
anon_S10208;MADRID;10500;365;450;13738728,27
anon_S10209;MADRID;112450;136;24;787912,1547
anon_S10210;MADRID;90000;196;102;1759386,169
anon_S10211;ZARAGOZA;109750;246;146;3768221,241
anon_S10212;CACERES;0;713;1130;34095126,46
anon_S10213;MURCIA;14400;15;32;0
anon_S10214;ALICANTE;14400;24;36;372659,4679
anon_S10215;CUENCA;0;18;104;940144,0765
anon_S10216;BALEARES;117650;553;307;1675957,395
anon_S10217;CACERES;38400;19;16;3180451,3
anon_S10218;MURCIA;0;181;366;834559,867
anon_S10219;LUGO;77550;38;51;729640,7823
anon_S10220;MADRID;19400;673;666;939791,7311
anon_S10221;BARCELONA;149000;639;421;37999683,36
anon_S10222;MADRID;13450;338;519;1808355,247
anon_S10223;ASTURIAS;12000;5;15;2155745,444
anon_S10224;LA RIOJA;2400;35;71;2095064,717
anon_S10225;BARCELONA;409800;420;56;2548450,31
anon_S10226;BARCELONA;344900;265;91;7934595,616
anon_S10227;BARCELONA;253150;759;548;15609601,52
anon_S10228;SEVILLA;128525;248;175;6173959,24
anon_S10229;PONTEVEDRA;82200;108;135;14713893,29
anon_S10230;GUIPUZCOA;24600;137;40;262918,1349
anon_S10231;OURENSE;43200;246;154;0
anon_S10232;ASTURIAS;56100;85;56;3744941,12
anon_S10233;SEVILLA;22000;174;230;3565412,905
anon_S10234;MELILLA;0;51;376;0
anon_S10235;BADAJOZ;7200;0;46;12726174,12
anon_S10236;MADRID;87800;427;305;4521213,651
anon_S10237;MELILLA;0;212;2;2470343,282
anon_S10238;ALICANTE;0;6;2;0
anon_S10239;CORDOBA;74270;163;472;21556010,36
anon_S10240;VALENCIA;4800;265;735;19425031,25
anon_S10241;SEGOVIA;45000;26;44;4602524,996
anon_S10242;BARCELONA;0;309;110;0
anon_S10243;ASTURIAS;225075;218;119;13299983,81
anon_S10244;AVILA;121000;90;75;7381547,978
anon_S10245;HUELVA;61250;70;134;608408,2797
anon_S10246;GRANADA;0;123;149;150109,4517
anon_S10247;NAVARRA;51750;71;101;8892543,824
anon_S10248;VALENCIA;360900;261;177;5629924,307
anon_S10249;MADRID;45000;421;68;295077,2539
anon_S10250;LA RIOJA;33700;339;402;60227278,2
anon_S10251;CACERES;0;48;98;0
anon_S10252;BARCELONA;9800;344;242;6572362,761
anon_S10253;BARCELONA;162350;322;248;36830375,44
anon_S10254;ZARAGOZA;6900;258;142;227515,6319
anon_S10255;ZARAGOZA;220700;564;152;3446672,559
anon_S10256;NAVARRA;0;84;78;782486,3428
anon_S10257;GIRONA;57600;196;227;9968653,61
anon_S10258;MALAGA;98400;508;500;3541687,926
anon_S10259;ASTURIAS;114250;307;205;2978554,705
anon_S10260;HUESCA;460800;660;174;15922865,53
anon_S10261;MADRID;4800;216;76;106369,1567
anon_S10262;ALICANTE;91750;483;131;4220885
anon_S10263;BARCELONA;26400;255;348;0
anon_S10264;GRANADA;24000;219;311;801831,7501
anon_S10265;CUENCA;4800;11;40;776761,4043
anon_S10266;CACERES;12300;148;282;4320807,851
anon_S10267;CIUDAD REAL;58000;122;196;11040097,14
anon_S10268;VALLADOLID;60000;116;164;70250850,81
anon_S10269;GIRONA;45500;35;6;927134,6406
anon_S10270;TERUEL;0;27;39;2999768,185
anon_S10271;LEON;69600;101;57;0
anon_S10272;BALEARES;166400;261;125;1614312,668
anon_S10273;LEON;49800;222;239;1536098,231
anon_S10274;VALLADOLID;13560;59;57;499737,7929
anon_S10275;BADAJOZ;45000;55;47;2449433,441
anon_S10276;SEGOVIA;70200;175;159;8651722,056
anon_S10277;SEGOVIA;289800;63;155;10002265,62
anon_S10278;NAVARRA;6150;167;117;560673,2041
anon_S10279;VALENCIA;18450;149;312;0
anon_S10280;BARCELONA;577800;899;456;27936729,07
anon_S10281;VALENCIA;4800;497;906;51446,61438
anon_S10282;BARCELONA;991700;485;499;29863266,18
anon_S10283;BARCELONA;29000;360;303;99319,34678
anon_S10284;AVILA;0;60;63;6791026,879
anon_S10285;CASTELLON;183040;231;388;20677833,49
anon_S10286;CACERES;10500;57;173;13574045,18
anon_S10287;VALENCIA;85750;277;331;696218,14
anon_S10288;OURENSE;4800;88;47;65439,89786
anon_S10289;SEVILLA;9600;187;166;0
anon_S10290;ALMERIA;38600;176;246;11142699,79
anon_S10291;CORDOBA;15000;193;438;1192707,395
anon_S10292;MADRID;271300;184;85;4847741,093
anon_S10293;GUADALAJARA;578550;673;1137;90928217,67
anon_S10294;ZARAGOZA;154250;304;176;5801235,812
anon_S10295;GIRONA;88470;212;113;155961,277
anon_S10296;BADAJOZ;16125;111;108;10276413,06
anon_S10297;BARCELONA;127800;1136;1268;35424278,83
anon_S10298;ASTURIAS;10300;279;346;15019045,23
anon_S10299;SEGOVIA;0;10;37;45342,46735
anon_S10300;VALLADOLID;24600;170;178;1727355,32
anon_S10301;PALENCIA;83400;72;68;4879819,21
anon_S10302;HUESCA;0;40;16;287667,2071
anon_S10303;ALICANTE;425125;702;518;13763292,56
anon_S10304;MURCIA;44400;244;370;37808044,75
anon_S10305;ASTURIAS;145900;79;104;10949796,33
anon_S10306;BALEARES;0;4;4;0
anon_S10307;MADRID;1042200;774;382;33979751,19
anon_S10308;ASTURIAS;0;2;2;0
anon_S10309;MADRID;311700;559;329;30852928,8
anon_S10310;BARCELONA;152825;963;292;3827890,392
anon_S10311;GRANADA;53700;93;177;10535796,32
anon_S10312;GRANADA;0;63;75;0
anon_S10313;CUENCA;36900;106;249;0
anon_S10314;VIZCAYA;329075;147;66;3953617,631
anon_S10315;OURENSE;0;151;61;0
anon_S10316;PONTEVEDRA;86650;171;156;2912197,08
anon_S10317;A CORUNA;233000;405;173;1511147,641
anon_S10318;MADRID;105100;469;501;21208732,41
anon_S10319;GUIPUZCOA;27000;391;91;434852,4597
anon_S10320;VALENCIA;10800;158;94;8110951,931
anon_S10321;MURCIA;16800;234;503;16180139,13
anon_S10322;VALENCIA;0;192;482;0
anon_S10323;CADIZ;0;161;132;0
anon_S10324;BARCELONA;80400;218;61;1709410,649
anon_S10325;MALAGA;0;204;188;0
anon_S10326;MALAGA;0;419;466;0
anon_S10327;BARCELONA;0;729;152;0
anon_S10328;BARCELONA;771100;575;148;5304812,578
anon_S10329;LA RIOJA;0;30;37;779902,5911
anon_S10330;MURCIA;40700;170;181;2224250,238
anon_S10331;CANTABRIA;204150;102;52;10240207,07
anon_S10332;MADRID;232200;929;515;17629534,18
anon_S10333;TARRAGONA;0;89;38;25265,54359
anon_S10334;ZARAGOZA;1500;123;129;0
anon_S10335;CORDOBA;21600;47;75;5776516,585
anon_S10336;BARCELONA;8700;630;306;0
anon_S10337;BARCELONA;65500;337;192;13426081,33
anon_S10338;BARCELONA;121725;444;305;25755102,92
anon_S10339;SEGOVIA;33100;279;213;35399664
anon_S10340;CADIZ;54600;76;118;12647043,6
anon_S10341;BARCELONA;194850;239;270;6211755,676
anon_S10342;BARCELONA;82550;455;141;2287102,105
anon_S10343;SALAMANCA;21600;188;294;10509759,24
anon_S10344;HUESCA;24950;145;127;1136928,367
anon_S10345;MURCIA;147750;118;119;7044677,974
anon_S10346;GRANADA;1250;284;74;0
anon_S10347;TERUEL;7200;208;184;0
anon_S10348;TOLEDO;9600;109;359;823698,5742
anon_S10349;NAVARRA;7500;16;7;0
anon_S10350;MADRID;4800;156;81;1570794,932
anon_S10351;CIUDAD REAL;44100;266;661;10320517,81
anon_S10352;MADRID;21000;219;276;0
anon_S10353;SEVILLA;33920;219;246;6672119,959
anon_S10354;NAVARRA;0;316;91;171896,293
anon_S10355;VIZCAYA;401800;112;27;4907308,195
anon_S10356;MALAGA;18000;92;164;25285199,28
anon_S10357;PONTEVEDRA;39000;123;85;0
anon_S10358;A CORUNA;45850;214;264;10234194,02
anon_S10359;A CORUNA;48750;37;21;1834939,454
anon_S10360;BARCELONA;171000;488;231;5012911,931
anon_S10361;HUELVA;72300;97;199;20349010,01
anon_S10362;GRANADA;0;301;374;0
anon_S10363;MADRID;0;19;7;0
anon_S10364;ALMERIA;0;133;128;615036,3862
anon_S10365;MADRID;0;154;60;0
anon_S10366;MADRID;49750;546;677;19883193,92
anon_S10367;MALAGA;7800;254;246;11461239,74
anon_S10368;MURCIA;4900;58;135;1540892,885
anon_S10369;MURCIA;15750;161;440;7550145,833
anon_S10370;GUIPUZCOA;462325;214;57;6600829,789
anon_S10371;BARCELONA;0;412;312;110890,4856
anon_S10372;BARCELONA;88500;520;357;31800630,63
anon_S10373;BALEARES;235250;447;176;6549817,404
anon_S10374;MADRID;0;314;404;0
anon_S10375;A CORUNA;3000;50;25;385303,6125
anon_S10376;SEVILLA;28800;25;43;0
anon_S10377;TOLEDO;19400;49;122;8397852,073
anon_S10378;ALMERIA;15400;564;517;7419203,027
anon_S10379;ASTURIAS;70800;186;91;1983910,787
anon_S10380;OURENSE;0;0;0;0
anon_S10381;ASTURIAS;106550;685;533;703169,7996
anon_S10382;GUIPUZCOA;108600;277;49;1526229,304
anon_S10383;BARCELONA;121200;350;73;65490,1648
anon_S10384;ALICANTE;100700;945;929;4048949,262
anon_S10385;LUGO;0;27;16;2309747,407
anon_S10386;ALICANTE;0;197;331;5581078,587
anon_S10387;BARCELONA;144150;158;115;16721276,11
anon_S10388;GUIPUZCOA;16800;250;88;272236,6039
anon_S10389;MADRID;15600;30;10;0
anon_S10390;PONTEVEDRA;19200;183;137;1661230,803
anon_S10391;BURGOS;0;0;0;0
anon_S10392;CORDOBA;16500;17;79;8135754,031
anon_S10393;SEGOVIA;12450;149;149;1035225,011
anon_S10394;MADRID;366450;1115;495;0
anon_S10395;VALENCIA;15000;314;337;1282108,797
anon_S10396;LLEIDA;38450;235;183;10528424,97
anon_S10397;A CORUNA;110450;66;51;1915200,139
anon_S10398;BADAJOZ;19200;317;389;26636823,65
anon_S10399;BARCELONA;9600;325;120;153302,4993
anon_S10400;ALMERIA;0;3;96;0
anon_S10401;BADAJOZ;9350;253;534;16145265,47
anon_S10402;CANTABRIA;166200;339;229;6704306,283
anon_S10403;CANTABRIA;60900;33;30;2302596,438
anon_S10404;LEON;44800;403;265;6028727,106
anon_S10405;LEON;141625;247;225;9085267,714
anon_S10406;ASTURIAS;50100;306;109;1747002,066
anon_S10407;MADRID;89700;391;474;2842544,041
anon_S10408;MADRID;114000;313;328;13581508,98
anon_S10409;MADRID;1200;182;98;38420,5406
anon_S10410;MADRID;32100;418;216;1052031,756
anon_S10411;BALEARES;8500;421;449;18999305,37
anon_S10412;MALAGA;21700;167;79;671563,969
anon_S10413;GIRONA;461900;392;295;12534756,47
anon_S10414;TERUEL;720300;527;573;789241,9344
anon_S10415;BARCELONA;111600;314;118;2827272,505
anon_S10416;ZARAGOZA;73800;54;162;11373264,39
anon_S10417;MADRID;387800;569;160;5803616,717
anon_S10418;CIUDAD REAL;0;20;71;1233972,855
anon_S10419;SEGOVIA;0;75;46;1794573,545
anon_S10420;VALENCIA;106400;57;71;4855550,135
anon_S10421;TARRAGONA;9600;115;69;0
anon_S10422;VALENCIA;78075;79;251;54267063,52
anon_S10423;MADRID;111800;409;128;11867083,73
anon_S10424;SEVILLA;81150;463;582;20258927,66
anon_S10425;ASTURIAS;32450;53;20;281110,2374
anon_S10426;BARCELONA;69600;385;178;6465838,401
anon_S10427;BARCELONA;559825;656;277;26988253,57
anon_S10428;HUELVA;16900;199;659;31020152,08
anon_S10429;LLEIDA;125600;288;416;6818969,479
anon_S10430;VALENCIA;165150;183;435;47028982,78
anon_S10431;CADIZ;149550;272;26;2174839,087
anon_S10432;ASTURIAS;120300;996;880;4951070,943
anon_S10433;GRANADA;162050;398;135;14331626,5
anon_S10434;BARCELONA;63800;922;1217;9930131,195
anon_S10435;BARCELONA;4800;1371;335;185449,6132
anon_S10436;BARCELONA;588175;318;293;22528437,77
anon_S10437;VALENCIA;61800;28;42;3727913,407
anon_S10438;VIZCAYA;53750;96;17;99477,90102
anon_S10439;BARCELONA;319325;545;454;26666267,31
anon_S10440;BARCELONA;394800;951;448;2495728,274
anon_S10441;MADRID;62625;156;123;6734546,016
anon_S10442;ZARAGOZA;78850;210;84;2379639,965
anon_S10443;BARCELONA;469700;316;77;9611264,129
anon_S10444;LUGO;386800;333;161;9213860,482
anon_S10445;VIZCAYA;0;111;88;19686534,37
anon_S10446;BARCELONA;0;172;35;0
anon_S10447;BALEARES;22850;48;83;5642591,215
anon_S10448;BALEARES;3000;224;194;16765213,6
anon_S10449;BALEARES;42600;429;210;201006,4178
anon_S10450;ALICANTE;14400;53;34;0
anon_S10451;VALENCIA;897825;654;439;31801287,25
anon_S10452;VIZCAYA;334400;396;266;16726316,76
anon_S10453;VALENCIA;4800;161;166;83902,56117
anon_S10454;MURCIA;25800;241;407;23833961,5
anon_S10455;MADRID;493475;496;250;10777511,1
anon_S10456;MADRID;12000;295;221;2651536,792
anon_S10457;BALEARES;152900;420;225;1044417,324
anon_S10458;VIZCAYA;24900;212;58;299008,7611
anon_S10459;LA RIOJA;64800;253;274;9497356,577
anon_S10460;CADIZ;0;0;2385;0
anon_S10461;GUIPUZCOA;15300;173;88;0
anon_S10462;VALENCIA;273980;320;602;35326360,6
anon_S10463;BALEARES;118450;515;238;0
anon_S10464;BARCELONA;156800;171;307;10072109,3
anon_S10465;BARCELONA;223400;588;276;11263847,64
anon_S10466;MALAGA;36250;349;243;4645836,109
anon_S10467;BADAJOZ;0;130;145;0
anon_S10468;MADRID;7200;1386;1103;21035109,94
anon_S10469;CADIZ;24000;193;75;0
anon_S10470;ALAVA;817900;1043;541;49185244,04
anon_S10471;LA RIOJA;78600;335;226;11094425,33
anon_S10472;VIZCAYA;142500;115;34;1680962,579
anon_S10473;CASTELLON;78600;139;224;4244077,649
anon_S10474;BARCELONA;80900;306;233;6791469,207
anon_S10475;BARCELONA;438400;470;434;32440470,75
anon_S10476;MADRID;51850;212;379;3183149,111
anon_S10477;GUIPUZCOA;171900;194;46;1128490,365
anon_S10478;BALEARES;14000;166;149;302011,7876
anon_S10479;CIUDAD REAL;0;370;961;41961451,93
anon_S10480;VALENCIA;343250;595;821;26139215,45
anon_S10481;MADRID;163200;570;363;67575,88377
anon_S10482;GIRONA;112320;120;150;2797849,331
anon_S10483;LEON;0;30;97;599223,8039
anon_S10484;NAVARRA;491225;332;107;11539547,2
anon_S10485;BARCELONA;131400;793;210;705777,2652
anon_S10486;JAEN;109500;225;307;20394130,46
anon_S10487;MURCIA;95400;120;244;22487241,84
anon_S10488;ZARAGOZA;625300;1335;1287;25392107,98
anon_S10489;ZARAGOZA;98500;112;96;7661262,716
anon_S10490;LEON;59950;313;301;2195865,1
anon_S10491;GUIPUZCOA;214800;256;84;7530365,34
anon_S10492;ZARAGOZA;406450;231;311;4040739,81
anon_S10493;ALAVA;120900;66;20;1789008,754
anon_S10494;BARCELONA;128600;485;609;36737534,83
anon_S10495;CADIZ;0;86;64;190387,6251
anon_S10496;ALMERIA;8250;131;103;893799,0167
anon_S10497;MALAGA;6525;81;61;133549,9601
anon_S10498;HUELVA;70000;153;92;5480439,976
anon_S10499;PONTEVEDRA;0;347;153;0
anon_S10500;MADRID;27000;284;109;245187,3328
anon_S10501;BURGOS;65200;4;1;944712,5812
anon_S10502;BARCELONA;0;1;0;0
anon_S10503;AVILA;51750;63;33;645165,2703
anon_S10504;OURENSE;140950;248;247;403993,3348
anon_S10505;ALICANTE;52600;255;683;912196,2997
anon_S10506;VALENCIA;33300;348;188;2084182,882
anon_S10507;MALAGA;0;81;108;0
anon_S10508;CACERES;118200;193;227;11709107,78
anon_S10509;HUELVA;4800;26;28;3057595,423
anon_S10510;CIUDAD REAL;4800;319;377;115938,7479
anon_S10511;VIZCAYA;0;7;4;0
anon_S10512;MALAGA;71500;44;112;6811338,58
anon_S10513;MADRID;9600;649;831;367412,2868
anon_S10514;MALAGA;9900;725;437;0
anon_S10515;ALMERIA;41150;57;116;3836357,899
anon_S10516;ALICANTE;13200;123;90;0
anon_S10517;ALAVA;71700;163;54;18970826,59
anon_S10518;SEVILLA;286650;286;89;4398605,132
anon_S10519;BARCELONA;0;63;36;0
anon_S10520;MURCIA;0;701;1234;0
anon_S10521;BARCELONA;255600;354;330;27392974,2
anon_S10522;CASTELLON;148750;295;580;22410372,06
anon_S10523;BADAJOZ;45600;19;73;7666987,115
anon_S10524;AVILA;0;15;58;3470325,028
anon_S10525;SEVILLA;2400;293;278;5891229,099
anon_S10526;CORDOBA;2500;19;20;0
anon_S10527;PONTEVEDRA;55350;323;353;5612889,718
anon_S10528;A CORUNA;0;129;81;3696381,617
anon_S10529;LEON;89400;85;53;1487157,88
anon_S10530;TOLEDO;0;5;14;0
anon_S10531;PONTEVEDRA;0;259;169;369385,1626
anon_S10532;BADAJOZ;347400;481;1010;60395636,75
anon_S10533;BARCELONA;135800;94;102;7582552,298
anon_S10534;MADRID;5000;331;122;0
anon_S10535;MURCIA;0;108;179;0
anon_S10536;MADRID;0;358;137;0
anon_S10537;A CORUNA;64600;46;87;7216498,36
anon_S10538;MADRID;91000;338;150;435118,6939
anon_S10539;MADRID;130000;329;371;494958,8803
anon_S10540;TARRAGONA;0;778;804;0
anon_S10541;BARCELONA;17800;313;436;10908515,83
anon_S10542;BARCELONA;474200;668;140;3071866,182
anon_S10543;LA RIOJA;7200;148;89;5420119,935
anon_S10544;GUIPUZCOA;76200;139;24;302727,3774
anon_S10545;CANTABRIA;55000;31;17;754606,7483
anon_S10546;SORIA;4800;187;192;7821782,199
anon_S10547;MURCIA;38200;729;523;6444420,743
anon_S10548;MADRID;47100;88;5;0
anon_S10549;VALENCIA;485925;387;890;41513086,64
anon_S10550;MADRID;9600;470;534;3667101,898
anon_S10551;A CORUNA;0;1;1;0
anon_S10552;BARCELONA;62400;324;48;2196755,511
anon_S10553;BALEARES;7950;344;220;407644,0114
anon_S10554;GUADALAJARA;38100;17;12;648143,5623
anon_S10555;MADRID;110400;279;82;505688,8744
anon_S10556;BARCELONA;502400;856;701;26872485,83
anon_S10557;MURCIA;30000;1;11;700937,2955
anon_S10558;LLEIDA;71400;285;300;23475868,35
anon_S10559;VALENCIA;869650;487;338;6010519,721
anon_S10560;BARCELONA;0;360;95;0
anon_S10561;BARCELONA;304725;386;394;8693177,397
anon_S10562;BARCELONA;31800;253;235;2198402,649
anon_S10563;ALMERIA;0;10;1;0
anon_S10564;VALLADOLID;203325;164;199;17523757,18
anon_S10565;BARCELONA;236400;566;473;8609651,448
anon_S10566;LA RIOJA;21600;465;707;14531447,53
anon_S10567;MALAGA;259200;539;350;33861266,06
anon_S10568;JAEN;0;9;7;3688649,314
anon_S10569;MALAGA;50600;158;231;29761957,6
anon_S10570;ASTURIAS;33700;358;181;11197381,15
anon_S10571;ASTURIAS;7500;323;181;11683926,13
anon_S10572;BALEARES;0;135;123;3895948,339
anon_S10573;ALICANTE;12000;176;140;3282344,55
anon_S10574;LA RIOJA;0;179;274;13242675,48
anon_S10575;MADRID;0;255;169;1005937,045
anon_S10576;GUADALAJARA;200650;207;193;21914816,36
anon_S10577;CACERES;52200;189;332;6037255,47
anon_S10578;VALENCIA;0;0;0;0
anon_S10579;BARCELONA;72750;376;227;8096108,213
anon_S10580;BARCELONA;62550;500;268;1711116,809
anon_S10581;A CORUNA;0;132;103;0
anon_S10582;BADAJOZ;120000;75;168;13722287,72
anon_S10583;CORDOBA;487975;302;225;16741153,01
anon_S10584;SEVILLA;139050;152;262;32989325,53
anon_S10585;MADRID;64800;355;253;4485213,673
anon_S10586;JAEN;30000;51;54;12664213,52
anon_S10587;MADRID;26400;257;82;562677,38
anon_S10588;ZAMORA;15000;11;1;661560,2864
anon_S10589;PONTEVEDRA;27000;141;169;0
anon_S10590;BALEARES;16900;410;125;0
anon_S10591;BARCELONA;11800;647;496;14104234,62
anon_S10592;HUELVA;2400;198;556;19561272,35
anon_S10593;BADAJOZ;93000;204;469;30911242,71
anon_S10594;BARCELONA;0;428;221;867363,0644
anon_S10595;MELILLA;101980;191;0;773742,7187
anon_S10596;BARCELONA;3000;550;1114;0
anon_S10597;BARCELONA;240800;937;502;553754,5466
anon_S10598;SALAMANCA;84900;35;65;2262555,769
anon_S10599;VALENCIA;2400;206;248;13316742,84
anon_S10600;MADRID;36150;516;478;24358207,56
anon_S10601;VIZCAYA;36300;228;54;172420,6365
anon_S10602;CIUDAD REAL;0;62;27;0
anon_S10603;CADIZ;16200;155;127;9288588,083
anon_S10604;MADRID;70350;557;163;1035831,076
anon_S10605;SEVILLA;69000;480;314;5447397,131
anon_S10606;LEON;2500;62;66;2001759,096
anon_S10607;MADRID;396450;597;595;17406764,7
anon_S10608;SEVILLA;23400;260;485;4681058,239
anon_S10609;GUADALAJARA;16050;12;9;0
anon_S10610;VIZCAYA;33600;74;62;7693566,323
anon_S10611;ALMERIA;74150;258;715;11286435,7
anon_S10612;SEVILLA;145900;332;827;19796416,06
anon_S10613;MADRID;33220;148;45;2164639,655
anon_S10614;BARCELONA;518525;297;82;576541,8499
anon_S10615;ALICANTE;208200;106;106;11155749,35
anon_S10616;ALMERIA;0;88;97;607374,9102
anon_S10617;OURENSE;1250;29;9;1151883,686
anon_S10618;TARRAGONA;0;0;0;0
anon_S10619;NAVARRA;10800;120;59;160324,6606
anon_S10620;MALAGA;33500;350;368;4380371,352
anon_S10621;ALICANTE;21600;521;1341;0
anon_S10622;GUIPUZCOA;34800;299;71;747167,778
anon_S10623;GUIPUZCOA;70500;72;39;222357,4304
anon_S10624;VIZCAYA;199800;189;21;984627,5941
anon_S10625;ASTURIAS;113400;81;34;802920,0737
anon_S10626;MADRID;35800;333;273;7727865,613
anon_S10627;A CORUNA;0;0;0;0
anon_S10628;MADRID;81700;457;251;177104,8715
anon_S10629;BADAJOZ;0;90;249;2164706,37
anon_S10630;ALBACETE;497700;650;1274;75380899,38
anon_S10631;BALEARES;68700;38;7;2004996,197
anon_S10632;SEVILLA;49100;221;102;3571831,735
anon_S10633;ALMERIA;22275;261;847;32798714,92
anon_S10634;VALENCIA;19200;226;179;585333,8282
anon_S10635;OURENSE;57600;63;70;0
anon_S10636;CIUDAD REAL;0;0;3;0
anon_S10637;VALENCIA;182225;201;153;4521273,649
anon_S10638;GIRONA;148320;297;328;1744143,926
anon_S10639;VALENCIA;21300;96;239;8087662,775
anon_S10640;LLEIDA;34600;277;254;1159640,722
anon_S10641;LLEIDA;19500;101;74;8597581,728
anon_S10642;BADAJOZ;8550;155;268;533889,9886
anon_S10643;GRANADA;54600;47;35;2066190,584
anon_S10644;LA RIOJA;0;287;451;0
anon_S10645;LUGO;59700;38;60;3263300,044
anon_S10646;BALEARES;202600;415;614;42907657,58
anon_S10647;BARCELONA;34800;614;502;29011296,3
anon_S10648;GRANADA;65700;155;111;1087335,767
anon_S10649;JAEN;22800;34;168;8299158,663
anon_S10650;MADRID;91900;229;143;19471525,83
anon_S10651;CASTELLON;24900;144;167;4737219,106
anon_S10652;MADRID;9600;261;189;284576,2325
anon_S10653;LA RIOJA;28500;80;51;6722879,569
anon_S10654;MURCIA;760950;637;552;35264630,28
anon_S10655;ALICANTE;43200;144;245;8219984,111
anon_S10656;MURCIA;46450;217;80;1393120,666
anon_S10657;MURCIA;7300;182;301;723887,2442
anon_S10658;BARCELONA;16850;120;64;1967006,92
anon_S10659;CASTELLON;57600;83;137;5019107,135
anon_S10660;MADRID;22300;126;108;86935,47474
anon_S10661;MADRID;72700;356;270;5636206,877
anon_S10662;MALAGA;11150;26;11;0
anon_S10663;ASTURIAS;108700;192;292;25287614,47
anon_S10664;SALAMANCA;81400;146;201;14716470,93
anon_S10665;LEON;46800;158;222;2401506,343
anon_S10666;LEON;29400;202;270;1672750,484
anon_S10667;MADRID;359900;464;636;34968939,83
anon_S10668;MADRID;0;227;347;0
anon_S10669;VALENCIA;576800;440;389;42232749,62
anon_S10670;LA RIOJA;13450;251;330;59718620,72
anon_S10671;SEVILLA;59800;96;287;5569139,589
anon_S10672;ALAVA;55500;102;21;10757628,4
anon_S10673;BARCELONA;93700;370;423;19169223,04
anon_S10674;BARCELONA;0;883;117;30978,69573
anon_S10675;GRANADA;129300;285;98;533680,6501
anon_S10676;CORDOBA;0;119;210;1577737,989
anon_S10677;SEVILLA;125700;72;47;2142696,016
anon_S10678;MADRID;79500;391;277;6026513,136
anon_S10679;MADRID;1200;233;326;9961623,157
anon_S10680;ASTURIAS;0;77;102;0
anon_S10681;MALAGA;78150;338;280;1710415,061
anon_S10682;MADRID;52500;327;233;664862,8254
anon_S10683;MADRID;0;153;193;5105109,3
anon_S10684;MADRID;0;474;207;0
anon_S10685;ALBACETE;0;4;36;0
anon_S10686;BARCELONA;288000;982;211;0
anon_S10687;BARCELONA;0;223;52;366770,3312
anon_S10688;BADAJOZ;13650;15;38;12065242,1
anon_S10689;JAEN;16500;155;364;23046367,67
anon_S10690;LLEIDA;50550;53;75;7480099,451
anon_S10691;MURCIA;0;139;369;4384582,128
anon_S10692;ZARAGOZA;252600;355;491;22204186,66
anon_S10693;MALAGA;1388700;550;405;33310003,75
anon_S10694;VALENCIA;466500;847;1399;209186462,5
anon_S10695;TARRAGONA;226100;670;365;6287203,945
anon_S10696;BARCELONA;120200;389;402;6040998,74
anon_S10697;BARCELONA;2394200;822;1092;67273897,05
anon_S10698;BURGOS;555200;480;523;47305860,45
anon_S10699;ASTURIAS;173350;238;144;15246286,57
