Cod_Cli;PROVINCIA;Uds_AH;Uds_DNT;Uds_VH;Resto_Farmacos
anon_S7436;OURENSE;0;7;0;0
anon_S7437;ALICANTE;21600;334;293;11518008,38
anon_S7438;MALAGA;288900;157;103;6428798,779
anon_S7439;SEVILLA;39600;248;278;0
anon_S7440;SEVILLA;118500;49;74;4445624,559
anon_S7441;GUIPUZCOA;0;300;75;0
anon_S7442;GUIPUZCOA;18450;240;71;5646925,782
anon_S7443;CORDOBA;69900;212;89;1122754,251
anon_S7444;CANTABRIA;9600;103;89;0
anon_S7445;ASTURIAS;4800;69;147;16728191,87
anon_S7446;GIRONA;16000;357;259;6296002,475
anon_S7447;ZARAGOZA;17500;0;39;3798754,673
anon_S7448;ZARAGOZA;30000;209;159;3077075,549
anon_S7449;MADRID;20820;25;22;2780669,126
anon_S7450;JAEN;46700;119;139;4478365,754
anon_S7451;GIRONA;492275;434;217;15800094,93
anon_S7452;BARCELONA;2500;165;114;0
anon_S7453;CADIZ;83300;122;122;4385286,516
anon_S7454;NAVARRA;19000;86;68;10477398,21
anon_S7455;JAEN;129000;51;76;14465713,84
anon_S7456;GIRONA;15750;211;163;6799798,157
anon_S7457;ASTURIAS;134550;214;109;12084841,74
anon_S7458;MADRID;116500;139;27;4225314,096
anon_S7459;A CORUNA;74050;65;113;20635070,33
anon_S7460;CIUDAD REAL;38000;29;93;0
anon_S7461;BALEARES;15600;174;159;661410,1089
anon_S7462;HUESCA;48400;489;824;153175212,1
anon_S7463;GRANADA;54850;409;185;20078459,2
anon_S7464;GRANADA;79000;192;74;10399604,67
anon_S7465;TARRAGONA;61200;74;87;11239343,22
anon_S7466;GIRONA;1339500;293;161;2523691,415
anon_S7467;BALEARES;32800;99;72;55908,41299
anon_S7468;TARRAGONA;56400;189;226;986535,8868
anon_S7469;CANTABRIA;0;0;0;0
anon_S7470;VIZCAYA;55500;213;107;6143736,862
anon_S7471;A CORUNA;62600;163;98;3846222,745
anon_S7472;LUGO;70100;172;39;4782789,035
anon_S7473;BADAJOZ;4800;159;429;0
anon_S7474;VALENCIA;415900;794;433;39749350,83
anon_S7475;PONTEVEDRA;0;93;90;0
anon_S7476;LEON;16400;12;4;531895,2983
anon_S7477;MALAGA;0;125;242;0
anon_S7478;SORIA;18000;77;36;1423655,395
anon_S7479;CANTABRIA;186075;118;132;6196083,182
anon_S7480;VALENCIA;176625;158;86;13107177,49
anon_S7481;PONTEVEDRA;32400;8;24;3342940,932
anon_S7482;SEGOVIA;91650;28;23;2307244,428
anon_S7483;LEON;32450;376;273;9098692,68
anon_S7484;BADAJOZ;45000;155;232;32310604,07
anon_S7485;A CORUNA;0;75;215;10474990,73
anon_S7486;MADRID;143350;313;162;170317,2538
anon_S7487;PONTEVEDRA;21000;245;336;11477249,47
anon_S7488;CANTABRIA;7500;8;0;0
anon_S7489;MADRID;213750;131;37;2771690,857
anon_S7490;MURCIA;0;147;90;58610,256
anon_S7491;OURENSE;0;8;4;76478,69066
anon_S7492;CASTELLON;291900;488;663;8154997,306
anon_S7493;PALENCIA;3061950;464;269;26509440,23
anon_S7494;SEGOVIA;36100;168;93;7060090,549
anon_S7495;VALENCIA;-80700;351;835;54879409,81
anon_S7496;SEVILLA;4800;14;9;107005,0754
anon_S7497;MADRID;158725;366;391;36288764,78
anon_S7498;PONTEVEDRA;32400;42;86;5338863,649
anon_S7499;MALAGA;10800;0;20;1262251,12
anon_S7500;GRANADA;0;14;25;0
anon_S7501;SEVILLA;13800;208;205;13671927,65
anon_S7502;VALENCIA;270525;239;316;21308021,44
anon_S7503;SEVILLA;68350;226;193;16206337,2
anon_S7504;BURGOS;144000;91;29;3058334,382
anon_S7505;MADRID;0;350;313;0
anon_S7506;MADRID;354050;229;98;9695633,104
anon_S7507;CUENCA;3000;64;359;3530008,245
anon_S7508;PONTEVEDRA;0;117;41;209028,7483
anon_S7509;CUENCA;140000;220;1163;51367135,8
anon_S7510;VALLADOLID;19800;102;130;9517842,684
anon_S7511;CADIZ;59700;34;39;74175,71467
anon_S7512;CADIZ;0;238;46;0
anon_S7513;JAEN;24000;113;435;24761541,69
anon_S7514;BADAJOZ;0;176;538;2745926,669
anon_S7515;TOLEDO;4800;63;160;2014722,968
anon_S7516;OURENSE;0;8;17;81671,53244
anon_S7517;CORDOBA;0;27;68;6572863,598
anon_S7518;ALAVA;4800;176;114;443370,4521
anon_S7519;VALENCIA;50300;262;347;15165222,19
anon_S7520;GUIPUZCOA;473100;337;254;1557325,421
anon_S7521;BARCELONA;53400;295;100;0
anon_S7522;GUADALAJARA;21300;17;10;0
anon_S7523;BURGOS;40800;111;71;4544314,413
anon_S7524;VALENCIA;444550;574;435;8361565,159
anon_S7525;LLEIDA;136280;231;221;16239885,09
anon_S7526;LA RIOJA;50000;95;100;5706550,792
anon_S7527;SORIA;99750;248;170;1334124,832
anon_S7528;BADAJOZ;0;230;384;34960593,74
anon_S7529;BADAJOZ;0;55;130;7937138,283
anon_S7530;CANTABRIA;267175;329;264;6365635,658
anon_S7531;CORDOBA;0;3;17;0
anon_S7532;VALENCIA;58500;353;588;98264459,7
anon_S7533;MALAGA;31200;124;107;6256245,583
anon_S7534;BADAJOZ;0;29;57;0
anon_S7535;ALMERIA;8600;315;365;752947,1512
anon_S7536;CUENCA;9600;8;17;1258207,444
anon_S7537;TARRAGONA;121900;67;276;15821285,15
anon_S7538;BADAJOZ;24000;56;118;821822,6148
anon_S7539;TOLEDO;218500;225;391;23642551,67
anon_S7540;A CORUNA;265700;152;111;9152537,93
anon_S7541;TOLEDO;2101550;249;570;61193852,99
anon_S7542;ZARAGOZA;383900;421;390;25474035,32
anon_S7543;HUELVA;13200;75;291;3002231,369
anon_S7544;TARRAGONA;14400;19;63;4325194,284
anon_S7545;BARCELONA;0;613;175;226440,7646
anon_S7546;CORDOBA;0;327;773;57832240,98
anon_S7547;GRANADA;0;470;323;329684,398
anon_S7548;CUENCA;0;29;67;0
anon_S7549;A CORUNA;190100;327;408;57188833,74
anon_S7550;MADRID;100350;520;250;2706788,558
anon_S7551;BALEARES;96000;96;71;2407867,293
anon_S7552;BALEARES;17725;139;71;1114477,249
anon_S7553;MURCIA;0;37;66;0
anon_S7554;VIZCAYA;75750;101;50;3999004,701
anon_S7555;GRANADA;0;119;330;0
anon_S7556;CANTABRIA;67200;58;16;1822959,287
anon_S7557;CANTABRIA;16800;63;131;9273854,275
anon_S7558;AVILA;348800;196;176;7791312,771
anon_S7559;CIUDAD REAL;10800;25;88;10278561,12
anon_S7560;MURCIA;180000;131;327;33227756,04
anon_S7561;BARCELONA;0;289;260;0
anon_S7562;MURCIA;26850;5;81;4877988,794
anon_S7563;VALENCIA;45300;148;504;22258085,55
anon_S7564;GUIPUZCOA;48450;243;73;772934,0152
anon_S7565;SALAMANCA;0;2;7;1802711,3
anon_S7566;ASTURIAS;14400;250;203;118229,9812
anon_S7567;MALAGA;84700;250;262;696351,7533
anon_S7568;ALICANTE;20550;379;684;103613,8406
anon_S7569;ASTURIAS;150800;137;148;14782834,69
anon_S7570;TERUEL;318750;234;0;0
anon_S7571;SORIA;108750;219;17;238632,6674
anon_S7572;CANTABRIA;0;166;68;4814879,86
anon_S7573;ALMERIA;90000;920;387;0
anon_S7574;CADIZ;165000;58;310;0
anon_S7575;CADIZ;1473600;461;229;0
anon_S7576;SEVILLA;2411250;1492;278;22527340,86
anon_S7577;MALAGA;0;0;1878;0
anon_S7578;HUELVA;1437000;671;0;0
anon_S7579;SEVILLA;0;0;0;84419,19074
anon_S7580;SEVILLA;0;0;0;0
anon_S7581;CADIZ;0;1160;835;0
anon_S7582;MADRID;263900;902;1119;51408481,25
anon_S7583;VALLADOLID;81750;62;61;8542372,532
anon_S7584;BALEARES;120000;107;47;328231,1743
anon_S7585;LUGO;240000;245;50;0
anon_S7586;OURENSE;0;295;0;0
anon_S7587;VALENCIA;0;0;0;0
anon_S7588;CASTELLON;0;693;179;0
anon_S7589;ZARAGOZA;806250;558;0;0
anon_S7590;MADRID;13350;269;117;384553,4518
anon_S7591;AVILA;165000;103;0;0
anon_S7592;GUIPUZCOA;462200;213;58;3620152,865
anon_S7593;CIUDAD REAL;97500;21;115;10916341
anon_S7594;CORDOBA;33000;52;80;579022,3889
anon_S7595;BURGOS;834000;115;369;0
anon_S7596;LA RIOJA;0;102;343;0
anon_S7597;OURENSE;32450;131;159;8514990,781
anon_S7598;ALBACETE;51600;145;316;15234963,74
anon_S7599;BARCELONA;115800;723;944;34621288,51
anon_S7600;BARCELONA;193275;620;718;17862575,84
anon_S7601;CANTABRIA;186000;320;317;19420899,08
anon_S7602;CEUTA;21450;13;0;0
anon_S7603;MADRID;0;0;0;0
anon_S7604;MADRID;0;0;0;0
anon_S7605;TOLEDO;675000;610;0;0
anon_S7606;MADRID;1612800;978;93;0
anon_S7607;MADRID;1650000;1146;0;0
anon_S7608;MALAGA;3000;29;60;191916,6759
anon_S7609;GUIPUZCOA;24300;138;40;931090,939
anon_S7610;TOLEDO;0;1;12;1971078,164
anon_S7611;SALAMANCA;48000;132;258;22457535,27
anon_S7612;PONTEVEDRA;166050;263;210;6636691,619
anon_S7613;MADRID;0;0;0;0
anon_S7614;MADRID;1990000;3;1426;0
anon_S7615;MURCIA;36900;212;487;320786,097
anon_S7616;VALENCIA;37925;311;345;699578,364
anon_S7617;PONTEVEDRA;44500;33;0;0
anon_S7618;BARCELONA;32800;401;432;19525645,89
anon_S7619;MADRID;28200;381;235;476323,9741
anon_S7620;GUADALAJARA;483525;157;195;41280932,8
anon_S7621;GRANADA;12000;538;472;2873764,146
anon_S7622;ZARAGOZA;118300;141;289;20993112,77
anon_S7623;ALICANTE;343200;362;481;4677626,592
anon_S7624;HUELVA;65500;223;327;20906865,65
anon_S7625;HUELVA;177500;169;199;16158453,43
anon_S7626;BALEARES;8750;206;246;6183420,994
anon_S7627;A CORUNA;60000;255;141;0
anon_S7628;BADAJOZ;12800;2;20;320548,5823
anon_S7629;BADAJOZ;0;306;642;5547103,077
anon_S7630;MADRID;135750;881;672;3758108,448
anon_S7631;VALENCIA;65430;60;95;7446197,336
anon_S7632;VALENCIA;12000;16;32;1345152,742
anon_S7633;HUELVA;0;7;47;0
anon_S7634;CORDOBA;41400;89;144;3840784,499
anon_S7635;MALAGA;36600;322;224;4774485,637
anon_S7636;ALICANTE;75400;404;765;18173190,06
anon_S7637;ASTURIAS;292500;170;117;9030837,826
anon_S7638;NAVARRA;47400;209;116;6881383,653
anon_S7639;MALAGA;610600;513;534;51657434,56
anon_S7640;BALEARES;83850;447;500;9638391,664
anon_S7641;CIUDAD REAL;0;49;162;67544,06467
anon_S7642;MADRID;0;433;353;3993687,426
anon_S7643;MADRID;702800;611;161;8477778,845
anon_S7644;BALEARES;87600;491;176;2156311,922
anon_S7645;NAVARRA;0;130;170;315445,008
anon_S7646;ZARAGOZA;7200;119;95;429921,7517
anon_S7647;ALAVA;45000;56;32;208497,928
anon_S7648;BALEARES;0;0;0;0
anon_S7649;TARRAGONA;732100;441;312;18560410,09
anon_S7650;ALMERIA;4800;533;716;7797676,42
anon_S7651;LA RIOJA;0;1;1;0
anon_S7652;BARCELONA;72200;941;901;7020681,186
anon_S7653;MURCIA;7500;16;54;6823391,052
anon_S7654;GRANADA;141600;2063;846;65689618,94
anon_S7655;ASTURIAS;141350;208;243;45874835,09
anon_S7656;CORDOBA;0;9;22;0
anon_S7657;GIRONA;371050;495;261;14604025,69
anon_S7658;A CORUNA;867450;661;619;40773509,1
anon_S7659;TOLEDO;48150;26;218;7869271,161
anon_S7660;MADRID;37500;278;148;85869,97446
anon_S7661;ASTURIAS;89100;107;244;12553372,51
anon_S7662;TARRAGONA;33600;1064;1389;602753,922
anon_S7663;ALMERIA;5000;111;350;7609357,765
anon_S7664;GIRONA;85800;331;110;4912713,965
anon_S7665;BALEARES;15000;185;127;121660,8358
anon_S7666;CACERES;62300;309;565;38090963,48
anon_S7667;BARCELONA;200400;434;349;1841051,203
anon_S7668;PONTEVEDRA;3097500;472;1498;13729882,38
anon_S7669;JAEN;80750;309;330;20802811,45
anon_S7670;BARCELONA;68100;445;413;3931491,477
anon_S7671;VALENCIA;329300;469;923;57349455,28
anon_S7672;ALBACETE;27000;144;162;1147637,445
anon_S7673;ALICANTE;142550;254;493;0
anon_S7674;ALICANTE;49700;134;214;6047049,808
anon_S7675;JAEN;19800;91;294;19330711,05
anon_S7676;TOLEDO;94700;269;882;67741401,37
anon_S7677;BARCELONA;0;78;94;0
anon_S7678;CORDOBA;81000;59;76;3383251,567
anon_S7679;ALICANTE;7200;181;426;2607761,588
anon_S7680;BARCELONA;78750;356;450;10329279,74
anon_S7681;GRANADA;0;29;58;1448205,648
anon_S7682;JAEN;18000;12;16;905736,6146
anon_S7683;LUGO;0;0;0;0
anon_S7684;BADAJOZ;4800;5;21;770833,4338
anon_S7685;JAEN;0;287;737;39972506,72
anon_S7686;LA RIOJA;56100;95;239;4868086,016
anon_S7687;BARCELONA;24600;356;166;1585215,349
anon_S7688;TOLEDO;271000;210;366;10988618,86
anon_S7689;BURGOS;30000;43;104;16668529,13
anon_S7690;SEVILLA;9000;85;409;41630588,31
anon_S7691;MELILLA;49980;151;2;0
anon_S7692;CACERES;212475;193;464;26287871,08
anon_S7693;LA RIOJA;0;5;0;0
anon_S7694;SEVILLA;4800;13;59;70659,35307
anon_S7695;PONTEVEDRA;49200;75;55;6411923,68
anon_S7696;ASTURIAS;32850;376;230;9337061,345
anon_S7697;ALICANTE;0;348;413;0
anon_S7698;CORDOBA;3300;6;0;268782,7642
anon_S7699;VIZCAYA;2400;52;8;0
anon_S7700;CANTABRIA;0;235;125;223547,3339
anon_S7701;JAEN;10500;4;56;12235722,96
anon_S7702;ALBACETE;8100;31;197;19650793,34
anon_S7703;SEVILLA;0;26;69;0
anon_S7704;ZARAGOZA;244200;136;131;9231787,953
anon_S7705;TARRAGONA;24000;56;25;309463,0869
anon_S7706;VIZCAYA;49900;88;33;1641828,473
anon_S7707;ASTURIAS;17400;19;30;5526050,064
anon_S7708;ALBACETE;7500;41;28;0
anon_S7709;ASTURIAS;0;1;2;0
anon_S7710;BADAJOZ;15000;25;64;8090273,855
anon_S7711;AVILA;56100;210;299;25210189,54
anon_S7712;SEVILLA;60000;460;267;9939278,436
anon_S7713;PONTEVEDRA;0;7;1;0
anon_S7714;MADRID;201650;443;442;28603924,09
anon_S7715;A CORUNA;30000;54;29;1022634,168
anon_S7716;ALBACETE;33300;68;118;5740368,264
anon_S7717;VALLADOLID;265550;297;472;39067822,63
anon_S7718;A CORUNA;0;41;29;760188,9287
anon_S7719;BALEARES;503850;321;170;5191820,052
anon_S7720;A CORUNA;20300;146;226;22324370,01
anon_S7721;A CORUNA;19800;347;467;4639633,507
anon_S7722;NAVARRA;112800;182;273;22384027,27
anon_S7723;BALEARES;9600;386;381;1534649,457
anon_S7724;CANTABRIA;177175;182;168;19289524,57
anon_S7725;BALEARES;6000;131;82;2433129,156
anon_S7726;TOLEDO;156300;123;110;13473513,27
anon_S7727;GRANADA;29200;95;116;7161950,418
anon_S7728;SORIA;13600;442;361;259675,0198
anon_S7729;BARCELONA;488900;747;385;307021,4419
anon_S7730;SEVILLA;0;78;154;9569736,461
anon_S7731;GRANADA;0;18;52;0
anon_S7732;BALEARES;102300;702;568;2169186,679
anon_S7733;ALAVA;98700;43;19;113300,092
anon_S7734;ALAVA;48000;108;103;9807137,563
anon_S7735;A CORUNA;0;0;0;0
anon_S7736;SEVILLA;72600;285;463;4448636,412
anon_S7737;GIRONA;153650;278;260;18376426,72
anon_S7738;BURGOS;136000;286;464;25804393,65
anon_S7739;VALENCIA;165925;189;358;29473791,66
anon_S7740;GIRONA;62150;235;305;17509974,17
anon_S7741;BADAJOZ;0;33;65;3411638,06
anon_S7742;ALMERIA;0;262;742;5196393,56
anon_S7743;LEON;142500;318;204;7144306,066
anon_S7744;VALENCIA;24300;109;256;13170453,15
anon_S7745;LA RIOJA;74850;117;163;8449141,374
anon_S7746;VALENCIA;86600;31;70;3723698,95
anon_S7747;ALMERIA;0;20;129;1284384,661
anon_S7748;BARCELONA;1250;112;189;1665175,53
anon_S7749;TARRAGONA;93100;271;387;0
anon_S7750;BADAJOZ;3300;48;243;10908802,74
anon_S7751;ALMERIA;4800;66;91;0
anon_S7752;BADAJOZ;29250;59;110;21159849,36
anon_S7753;CADIZ;176100;152;120;2857461,446
anon_S7754;CADIZ;104900;161;166;1154854,746
anon_S7755;GIRONA;80700;731;349;1588159,433
anon_S7756;VIZCAYA;12200;322;153;5248869,598
anon_S7757;CORDOBA;61750;195;126;3614152,283
anon_S7758;HUESCA;0;0;0;0
anon_S7759;VIZCAYA;49850;139;104;67741,75412
anon_S7760;AVILA;48000;143;263;1307796,596
anon_S7761;MADRID;103200;307;495;18890121,31
anon_S7762;BURGOS;12000;181;757;60334634,8
anon_S7763;CACERES;69300;23;128;11283730
anon_S7764;GRANADA;0;11;79;7553274,878
anon_S7765;GUADALAJARA;0;2;33;3377854,647
anon_S7766;MADRID;12000;422;147;61995,89554
anon_S7767;ALBACETE;41100;65;112;4607979,471
anon_S7768;ALICANTE;152200;102;226;1014427,301
anon_S7769;VALENCIA;81700;120;401;13837470,62
anon_S7770;BARCELONA;14600;484;429;15613077,41
anon_S7771;PALENCIA;79500;45;64;4295031,849
anon_S7772;NAVARRA;7500;13;2;695671,2843
anon_S7773;ASTURIAS;221400;379;177;22336302,99
anon_S7774;BARCELONA;7200;788;846;4491918,96
anon_S7775;BADAJOZ;144600;926;1506;129885383,9
anon_S7776;MALAGA;0;116;86;0
anon_S7777;MURCIA;0;104;68;0
anon_S7778;ALMERIA;0;89;313;0
anon_S7779;CACERES;226350;133;188;11149274,95
anon_S7780;NAVARRA;67200;194;154;91822,92512
anon_S7781;HUELVA;0;5;2;0
anon_S7782;MALAGA;95550;76;70;0
anon_S7783;NAVARRA;10200;723;940;856868,9679
anon_S7784;CIUDAD REAL;32450;185;429;6493862,524
anon_S7785;SEVILLA;86925;280;305;13612058,85
anon_S7786;GRANADA;0;302;406;0
anon_S7787;PALENCIA;0;4;0;0
anon_S7788;PALENCIA;72000;49;9;1105542,723
anon_S7789;CUENCA;46200;272;952;8295394,667
anon_S7790;CANTABRIA;60200;177;105;3642245,122
anon_S7791;BURGOS;128800;242;300;22297998,98
anon_S7792;GUIPUZCOA;494100;439;168;1265768,23
anon_S7793;GRANADA;0;73;60;0
anon_S7794;SEVILLA;122800;122;168;7728782,182
anon_S7795;TOLEDO;40950;97;226;11258810,02
anon_S7796;GRANADA;0;0;0;0
anon_S7797;ALBACETE;41700;146;279;4868683,474
anon_S7798;CACERES;186000;73;173;16388076,79
anon_S7799;BADAJOZ;91500;47;174;5992633,414
anon_S7800;GRANADA;214400;214;405;28306118,73
anon_S7801;PONTEVEDRA;0;217;205;0
anon_S7802;ZARAGOZA;55750;141;189;1667556,328
anon_S7803;BARCELONA;134700;186;24;411892,8185
anon_S7804;SEVILLA;239850;388;152;12536640,96
anon_S7805;AVILA;148200;251;263;7869584,628
anon_S7806;ASTURIAS;7500;4;0;0
anon_S7807;PONTEVEDRA;7500;11;6;0
anon_S7808;LA RIOJA;0;6;32;2548117,924
anon_S7809;MALAGA;4800;388;388;1309137,72
anon_S7810;TOLEDO;608700;236;278;29336716,26
anon_S7811;TOLEDO;1249850;283;497;21276759,77
anon_S7812;ASTURIAS;184600;391;447;43973038,52
anon_S7813;SALAMANCA;19200;15;35;4838853,697
anon_S7814;SALAMANCA;0;0;0;0
anon_S7815;MADRID;195850;343;120;4459073,05
anon_S7816;ALICANTE;0;341;342;0
anon_S7817;MURCIA;33000;115;91;8833463,173
anon_S7818;BARCELONA;0;193;46;50777,94185
anon_S7819;CANTABRIA;34125;89;71;110760,6321
anon_S7820;CUENCA;22250;57;444;21205439,96
anon_S7821;TOLEDO;24800;20;159;21135577,5
anon_S7822;HUESCA;0;335;243;0
anon_S7823;ALBACETE;23850;33;149;12898245,96
anon_S7824;ZAMORA;0;0;0;0
anon_S7825;ALMERIA;0;22;41;1069871,311
anon_S7826;ASTURIAS;0;137;103;0
anon_S7827;MADRID;747400;1171;296;5356804,475
anon_S7828;ASTURIAS;67400;272;175;329927,2594
anon_S7829;SEVILLA;464200;83;205;0
anon_S7830;GUIPUZCOA;43500;438;81;202445,7049
anon_S7831;LEON;65850;330;194;2529131,098
anon_S7832;MADRID;46900;198;73;0
anon_S7833;PONTEVEDRA;22500;93;220;8311429,647
anon_S7834;MURCIA;203925;185;338;2701492,383
anon_S7835;TOLEDO;111050;76;176;20622558,64
anon_S7836;ASTURIAS;124550;302;299;8637275,4
anon_S7837;BARCELONA;0;10;7;0
anon_S7838;VALENCIA;343175;272;302;30931753,68
anon_S7839;LEON;0;7;6;1879338,26
anon_S7840;VALENCIA;456650;315;498;38132668,91
anon_S7841;LLEIDA;0;129;219;0
anon_S7842;CADIZ;6400;135;34;263071,791
anon_S7843;ZAMORA;10800;11;10;1031229,405
anon_S7844;HUELVA;0;166;485;12635755,59
anon_S7845;LUGO;0;16;6;0
anon_S7846;LEON;4800;22;50;851879,8424
anon_S7847;SEVILLA;2400;33;49;7885547,13
anon_S7848;VALENCIA;0;71;131;0
anon_S7849;SORIA;0;0;0;0
anon_S7850;PONTEVEDRA;0;45;45;0
anon_S7851;CORDOBA;403125;530;727;48125318,48
anon_S7852;VALENCIA;52725;259;287;8897072,422
anon_S7853;SEVILLA;45000;43;103;3595169,369
anon_S7854;BURGOS;4800;30;37;3671457,6
anon_S7855;NAVARRA;20700;115;48;992265,2671
anon_S7856;MALAGA;63950;288;336;10418451,39
anon_S7857;ZARAGOZA;0;4;0;0
anon_S7858;A CORUNA;0;29;0;0
anon_S7859;MURCIA;0;344;638;45802377,92
anon_S7860;TOLEDO;219700;341;515;88822374,18
anon_S7861;OURENSE;0;0;0;0
anon_S7862;NAVARRA;9700;272;84;682602,7318
anon_S7863;CASTELLON;201900;324;333;11752319,46
anon_S7864;A CORUNA;0;0;5;0
anon_S7865;VALLADOLID;0;48;76;48308,26245
anon_S7866;ZARAGOZA;90300;518;853;14057519,76
anon_S7867;VALENCIA;27000;38;32;11089630,56
anon_S7868;VALENCIA;139150;799;1428;32781392,24
anon_S7869;PONTEVEDRA;170100;136;72;1941945,273
anon_S7870;ALBACETE;0;50;55;8123260,855
anon_S7871;ZAMORA;27600;18;36;4085828,664
anon_S7872;AVILA;147300;64;102;4562614,292
anon_S7873;VALLADOLID;444600;56;42;3495148,342
anon_S7874;CIUDAD REAL;0;19;75;4388634,413
anon_S7875;NAVARRA;45000;35;3;0
anon_S7876;BALEARES;265550;277;106;11861246,01
anon_S7877;CIUDAD REAL;0;36;58;0
anon_S7878;HUESCA;43700;75;27;296429,6854
anon_S7879;VALENCIA;43450;93;148;3996485,715
anon_S7880;MURCIA;0;21;40;0
anon_S7881;CADIZ;23100;383;159;1588541,369
anon_S7882;GRANADA;17550;59;51;4006216,14
anon_S7883;MURCIA;2400;373;411;2685622,376
anon_S7884;CIUDAD REAL;0;0;0;0
anon_S7885;JAEN;0;52;94;0
anon_S7886;SEVILLA;45900;147;404;5913811,929
anon_S7887;SEVILLA;34725;45;129;7905227,095
anon_S7888;VALLADOLID;0;6;7;1248756,96
anon_S7889;GUIPUZCOA;15600;141;36;495461,4982
anon_S7890;SEVILLA;38700;97;365;22947142,02
anon_S7891;PONTEVEDRA;4900;124;100;3042982,949
anon_S7892;SEVILLA;4800;420;435;57588,24568
anon_S7893;BALEARES;235200;372;180;6116819,737
anon_S7894;ASTURIAS;49800;48;62;1279330,882
anon_S7895;VIZCAYA;0;30;12;64642,8238
anon_S7896;JAEN;19800;119;250;12277097,04
anon_S7897;CADIZ;114620;173;402;9093466,501
anon_S7898;BARCELONA;115200;312;379;9706543,959
anon_S7899;A CORUNA;76050;70;120;12030267,74
anon_S7900;A CORUNA;30000;6;3;0
anon_S7901;LEON;0;0;0;0
anon_S7902;SALAMANCA;8100;0;3;0
anon_S7903;MADRID;1250;550;385;696159,1347
anon_S7904;MADRID;214800;687;628;328312,0949
anon_S7905;BARCELONA;74400;301;85;0
anon_S7906;SEGOVIA;7200;100;47;1346775,098
anon_S7907;BARCELONA;53825;110;65;1180261,78
anon_S7908;MADRID;395200;877;825;0
anon_S7909;GUIPUZCOA;27600;113;61;6323649,9
anon_S7910;VALENCIA;0;29;50;7241444,768
anon_S7911;CASTELLON;181000;154;209;20093596,42
anon_S7912;VALENCIA;34500;313;184;453636,572
anon_S7913;PALENCIA;52800;31;60;8061415,872
anon_S7914;VALENCIA;0;187;427;251896,4965
anon_S7915;SEVILLA;3000;228;164;11513330,79
anon_S7916;VALENCIA;15000;43;90;7958042,004
anon_S7917;PONTEVEDRA;1500;21;22;574295,7963
anon_S7918;JAEN;4800;70;401;5390125,262
anon_S7919;MADRID;1010000;704;890;24680621,21
anon_S7920;MADRID;0;1096;1739;21611339,13
anon_S7921;A CORUNA;0;16;22;1579415,798
anon_S7922;MADRID;6150;31;23;1220595,825
anon_S7923;TARRAGONA;15600;125;79;907669,6646
anon_S7924;ASTURIAS;324900;590;365;10937351,11
anon_S7925;GIRONA;133200;273;159;4478142,476
anon_S7926;OURENSE;64200;215;442;4238562,315
anon_S7927;GRANADA;0;255;200;0
anon_S7928;GRANADA;7200;230;231;0
anon_S7929;BADAJOZ;7875;6;72;1451680,44
anon_S7930;BADAJOZ;0;35;48;4383723,606
anon_S7931;VIZCAYA;7500;9;1;0
anon_S7932;BARCELONA;116750;357;289;7768778,277
anon_S7933;TARRAGONA;467150;315;296;29586868,48
anon_S7934;BARCELONA;110100;566;629;1506328,049
anon_S7935;ASTURIAS;158700;195;161;52117,17181
anon_S7936;MALAGA;67200;443;458;30610934,07
anon_S7937;VALENCIA;0;43;131;0
anon_S7938;CADIZ;18600;347;278;11909865,7
anon_S7939;PONTEVEDRA;48400;223;199;3287880,757
anon_S7940;GIRONA;14400;381;238;2147011,642
anon_S7941;TOLEDO;19200;5;19;1538948,257
anon_S7942;BADAJOZ;9600;10;127;474570,529
anon_S7943;GIRONA;842550;1644;1661;91576393,6
anon_S7944;TOLEDO;0;1;0;0
anon_S7945;GIRONA;107050;277;292;0
anon_S7946;GIRONA;111950;696;612;19179961,16
anon_S7947;MADRID;119050;374;258;10798057,4
anon_S7948;BALEARES;325700;368;346;18689278,46
anon_S7949;BALEARES;164050;335;301;6153566,325
anon_S7950;BALEARES;18450;298;191;859381,3465
anon_S7951;BALEARES;8000;462;208;0
anon_S7952;BALEARES;27600;87;110;232551,7157
anon_S7953;BALEARES;4800;391;132;330211,8379
anon_S7954;BALEARES;396050;520;271;1790946,208
anon_S7955;BALEARES;212700;1097;599;1479669,447
anon_S7956;PONTEVEDRA;45000;16;23;1418695,619
anon_S7957;BALEARES;36300;150;94;459821,6884
anon_S7958;GUIPUZCOA;7200;48;37;125902,4627
anon_S7959;LEON;51400;187;189;2367963,025
anon_S7960;MADRID;13850;286;293;9193900,829
anon_S7961;BARCELONA;576075;414;383;14258280,92
anon_S7962;ALICANTE;0;664;405;236894,9606
anon_S7963;ALICANTE;111100;139;121;1622398,877
anon_S7964;ALICANTE;22200;339;530;0
anon_S7965;LLEIDA;0;0;0;0
anon_S7966;BARCELONA;2400;690;452;6768102,741
anon_S7967;ALICANTE;56600;181;351;17348815,69
anon_S7968;MADRID;115650;710;746;38631899,49
anon_S7969;MURCIA;0;9;32;7139801,2
anon_S7970;CANTABRIA;128700;103;119;11287706,08
anon_S7971;MADRID;258600;595;747;428840,7658
anon_S7972;BALEARES;8550;316;248;470977,6606
anon_S7973;MADRID;0;610;424;91777,23756
anon_S7974;BALEARES;153150;141;57;128437,3624
anon_S7975;HUELVA;7800;96;284;7240353,743
